player_id,draft_year,horizon_years,outcome_through,nhl_games,nhl_points,nhl_toi_minutes,goalie_starts,value_proxy,source,source_id,source_url
2020-001-alexis-lafreni-re,2020,3,2023-06-30,216,91,3114.7,0,,nhl_public_api,8482109,https://api-web.nhle.com/v1/player/8482109/landing
2020-002-quinton-byfield,2020,3,2023-06-30,99,33,1321.6,0,,nhl_public_api,8482124,https://api-web.nhle.com/v1/player/8482124/landing
2020-003-tim-st-tzle,2020,3,2023-06-30,210,177,3947.6,0,,nhl_public_api,8482116,https://api-web.nhle.com/v1/player/8482116/landing
2020-004-lucas-raymond,2020,3,2023-06-30,156,102,2774.7,0,,nhl_public_api,8482078,https://api-web.nhle.com/v1/player/8482078/landing
2020-005-jake-sanderson,2020,3,2023-06-30,77,32,1687.6,0,,nhl_public_api,8482105,https://api-web.nhle.com/v1/player/8482105/landing
2020-006-jamie-drysdale,2020,3,2023-06-30,113,40,2221.5,0,,nhl_public_api,8482142,https://api-web.nhle.com/v1/player/8482142/landing
2020-007-alexander-holtz,2020,3,2023-06-30,28,6,305.5,0,,nhl_public_api,8482125,https://api-web.nhle.com/v1/player/8482125/landing
2020-008-jack-quinn,2020,3,2023-06-30,77,39,1068.5,0,,nhl_public_api,8482097,https://api-web.nhle.com/v1/player/8482097/landing
2020-009-marco-rossi,2020,3,2023-06-30,21,1,269.0,0,,nhl_public_api,8482079,https://api-web.nhle.com/v1/player/8482079/landing
2020-010-cole-perfetti,2020,3,2023-06-30,69,37,1018.0,0,,nhl_public_api,8482149,https://api-web.nhle.com/v1/player/8482149/landing
2020-011-yaroslav-askarov,2020,3,2023-06-30,1,0,57.8,1,,nhl_public_api,8482137,https://api-web.nhle.com/v1/player/8482137/landing
2020-012-anton-lundell,2020,3,2023-06-30,138,77,2217.4,0,,nhl_public_api,8482113,https://api-web.nhle.com/v1/player/8482113/landing
2020-013-seth-jarvis,2020,3,2023-06-30,150,79,2272.5,0,,nhl_public_api,8482093,https://api-web.nhle.com/v1/player/8482093/landing
2020-014-dylan-holloway,2020,3,2023-06-30,51,9,488.8,0,,nhl_public_api,8482077,https://api-web.nhle.com/v1/player/8482077/landing
2020-015-rodion-amirov,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482099,https://api-web.nhle.com/v1/player/8482099/landing
2020-016-kaiden-guhle,2020,3,2023-06-30,44,18,902.7,0,,nhl_public_api,8482087,https://api-web.nhle.com/v1/player/8482087/landing
2020-017-lukas-reichel,2020,3,2023-06-30,34,16,521.6,0,,nhl_public_api,8482117,https://api-web.nhle.com/v1/player/8482117/landing
2020-018-dawson-mercer,2020,3,2023-06-30,164,98,2714.2,0,,nhl_public_api,8482110,https://api-web.nhle.com/v1/player/8482110/landing
2020-019-braden-schneider,2020,3,2023-06-30,124,29,1938.8,0,,nhl_public_api,8482073,https://api-web.nhle.com/v1/player/8482073/landing
2020-020-shakir-mukhamadullin,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482166,https://api-web.nhle.com/v1/player/8482166/landing
2020-021-egor-chinakhov,2020,3,2023-06-30,92,27,1172.5,0,,nhl_public_api,8482475,https://api-web.nhle.com/v1/player/8482475/landing
2020-022-hendrix-lapierre,2020,3,2023-06-30,6,1,57.5,0,,nhl_public_api,8482148,https://api-web.nhle.com/v1/player/8482148/landing
2020-023-tyson-foerster,2020,3,2023-06-30,8,7,132.5,0,,nhl_public_api,8482159,https://api-web.nhle.com/v1/player/8482159/landing
2020-024-connor-zary,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482074,https://api-web.nhle.com/v1/player/8482074/landing
2020-025-justin-barron,2020,3,2023-06-30,46,17,756.0,0,,nhl_public_api,8482111,https://api-web.nhle.com/v1/player/8482111/landing
2020-026-jake-neighbours,2020,3,2023-06-30,52,12,618.5,0,,nhl_public_api,8482089,https://api-web.nhle.com/v1/player/8482089/landing
2020-027-jacob-perreault,2020,3,2023-06-30,1,0,11.1,0,,nhl_public_api,8482150,https://api-web.nhle.com/v1/player/8482150/landing
2020-028-ridly-greig,2020,3,2023-06-30,20,9,258.0,0,,nhl_public_api,8482092,https://api-web.nhle.com/v1/player/8482092/landing
2020-029-brendan-brisson,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482153,https://api-web.nhle.com/v1/player/8482153/landing
2020-030-mavrik-bourque,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482145,https://api-web.nhle.com/v1/player/8482145/landing
2020-031-ozzy-wiesblatt,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482103,https://api-web.nhle.com/v1/player/8482103/landing
2020-032-william-wallinder,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482171,https://api-web.nhle.com/v1/player/8482171/landing
2020-033-roby-jarventie,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482162,https://api-web.nhle.com/v1/player/8482162/landing
2020-034-jj-peterka,2020,3,2023-06-30,79,32,1083.3,0,,nhl_public_api,8482175,https://api-web.nhle.com/v1/player/8482175/landing
2020-035-helge-grans,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482169,https://api-web.nhle.com/v1/player/8482169/landing
2020-036-sam-colangelo,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482118,https://api-web.nhle.com/v1/player/8482118/landing
2020-037-marat-khusnutdinov,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482177,https://api-web.nhle.com/v1/player/8482177/landing
2020-038-thomas-bordeleau,2020,3,2023-06-30,16,7,246.5,0,,nhl_public_api,8482133,https://api-web.nhle.com/v1/player/8482133/landing
2020-039-ryan-o-rourke,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482143,https://api-web.nhle.com/v1/player/8482143/landing
2020-040-daniel-torgersson,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482139,https://api-web.nhle.com/v1/player/8482139/landing
2020-041-noel-gunler,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482080,https://api-web.nhle.com/v1/player/8482080/landing
2020-042-luke-evangelista,2020,3,2023-06-30,24,15,397.6,0,,nhl_public_api,8482146,https://api-web.nhle.com/v1/player/8482146/landing
2020-043-emil-heineman,2020,3,2023-06-30,0,0,0.0,0,,nhl_public_api,8482476,https://api-web.nhle.com/v1/player/8482476/landing
2020-044-tyler-kleven,2020,3,2023-06-30,8,2,117.5,0,,nhl_public_api,8482095,https://api-web.nhle.com/v1/player/8482095/landing
2020-045-brock-faber,2020,3,2023-06-30,2,0,40.1,0,,nhl_public_api,8482122,https://api-web.nhle.com/v1/player/8482122/landing
