player_id,draft_year,horizon_years,outcome_through,nhl_games,nhl_points,nhl_toi_minutes,goalie_starts,value_proxy,source,source_id,source_url
2016-001-auston-matthews,2016,3,2019-06-30,212,205,3831.6,0,,nhl_public_api,8479318,https://api-web.nhle.com/v1/player/8479318/landing
2016-002-patrik-laine,2016,3,2019-06-30,237,184,4072.7,0,,nhl_public_api,8479339,https://api-web.nhle.com/v1/player/8479339/landing
2016-003-pierre-luc-dubois,2016,3,2019-06-30,164,109,2816.7,0,,nhl_public_api,8479400,https://api-web.nhle.com/v1/player/8479400/landing
2016-004-jesse-puljujarvi,2016,3,2019-06-30,139,37,1733.5,0,,nhl_public_api,8479344,https://api-web.nhle.com/v1/player/8479344/landing
2016-005-olli-juolevi,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479355,https://api-web.nhle.com/v1/player/8479355/landing
2016-006-matthew-tkachuk,2016,3,2019-06-30,224,174,3695.7,0,,nhl_public_api,8479314,https://api-web.nhle.com/v1/player/8479314/landing
2016-007-clayton-keller,2016,3,2019-06-30,167,114,3016.0,0,,nhl_public_api,8479343,https://api-web.nhle.com/v1/player/8479343/landing
2016-008-alex-nylander,2016,3,2019-06-30,19,6,234.3,0,,nhl_public_api,8479423,https://api-web.nhle.com/v1/player/8479423/landing
2016-009-mikhail-sergachev,2016,3,2019-06-30,158,72,2606.2,0,,nhl_public_api,8479410,https://api-web.nhle.com/v1/player/8479410/landing
2016-010-tyson-jost,2016,3,2019-06-30,141,49,1955.3,0,,nhl_public_api,8479370,https://api-web.nhle.com/v1/player/8479370/landing
2016-011-logan-brown,2016,3,2019-06-30,6,1,53.6,0,,nhl_public_api,8479366,https://api-web.nhle.com/v1/player/8479366/landing
2016-012-michael-mcleod,2016,3,2019-06-30,21,3,256.2,0,,nhl_public_api,8479415,https://api-web.nhle.com/v1/player/8479415/landing
2016-013-jake-bean,2016,3,2019-06-30,2,0,16.9,0,,nhl_public_api,8479402,https://api-web.nhle.com/v1/player/8479402/landing
2016-014-charlie-mcavoy,2016,3,2019-06-30,117,60,2592.4,0,,nhl_public_api,8479325,https://api-web.nhle.com/v1/player/8479325/landing
2016-015-luke-kunin,2016,3,2019-06-30,68,21,1025.0,0,,nhl_public_api,8479316,https://api-web.nhle.com/v1/player/8479316/landing
2016-016-jakob-chychrun,2016,3,2019-06-30,171,54,3219.1,0,,nhl_public_api,8479345,https://api-web.nhle.com/v1/player/8479345/landing
2016-017-dante-fabbro,2016,3,2019-06-30,4,1,50.9,0,,nhl_public_api,8479371,https://api-web.nhle.com/v1/player/8479371/landing
2016-018-logan-stanley,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479378,https://api-web.nhle.com/v1/player/8479378/landing
2016-019-kieffer-bellows,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479356,https://api-web.nhle.com/v1/player/8479356/landing
2016-020-dennis-cholowski,2016,3,2019-06-30,52,16,949.0,0,,nhl_public_api,8479395,https://api-web.nhle.com/v1/player/8479395/landing
2016-021-julien-gauthier,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479328,https://api-web.nhle.com/v1/player/8479328/landing
2016-022-german-rubtsov,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479424,https://api-web.nhle.com/v1/player/8479424/landing
2016-023-henrik-borgstrom,2016,3,2019-06-30,54,19,650.7,0,,nhl_public_api,8479404,https://api-web.nhle.com/v1/player/8479404/landing
2016-024-max-jones,2016,3,2019-06-30,30,5,395.0,0,,nhl_public_api,8479368,https://api-web.nhle.com/v1/player/8479368/landing
2016-025-riley-tufte,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479362,https://api-web.nhle.com/v1/player/8479362/landing
2016-026-tage-thompson,2016,3,2019-06-30,106,21,1277.2,0,,nhl_public_api,8479420,https://api-web.nhle.com/v1/player/8479420/landing
2016-027-brett-howden,2016,3,2019-06-30,66,23,985.6,0,,nhl_public_api,8479353,https://api-web.nhle.com/v1/player/8479353/landing
2016-028-lucas-johansen,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479321,https://api-web.nhle.com/v1/player/8479321/landing
2016-029-trent-frederic,2016,3,2019-06-30,15,0,141.0,0,,nhl_public_api,8479365,https://api-web.nhle.com/v1/player/8479365/landing
2016-030-sam-steel,2016,3,2019-06-30,22,11,329.3,0,,nhl_public_api,8479351,https://api-web.nhle.com/v1/player/8479351/landing
2016-031-egor-korshkov,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479510,https://api-web.nhle.com/v1/player/8479510/landing
2016-032-tyler-benson,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479347,https://api-web.nhle.com/v1/player/8479347/landing
2016-033-rasmus-asplund,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479335,https://api-web.nhle.com/v1/player/8479335/landing
2016-034-andrew-peeke,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479369,https://api-web.nhle.com/v1/player/8479369/landing
2016-035-jordan-kyrou,2016,3,2019-06-30,16,3,154.7,0,,nhl_public_api,8479385,https://api-web.nhle.com/v1/player/8479385/landing
2016-036-pascal-laberge,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479397,https://api-web.nhle.com/v1/player/8479397/landing
2016-037-libor-hajek,2016,3,2019-06-30,5,1,82.7,0,,nhl_public_api,8479333,https://api-web.nhle.com/v1/player/8479333/landing
2016-039-alex-debrincat,2016,3,2019-06-30,164,128,2665.0,0,,nhl_public_api,8479337,https://api-web.nhle.com/v1/player/8479337/landing
2016-040-cam-morrison,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479386,https://api-web.nhle.com/v1/player/8479386/landing
2016-041-nathan-bastian,2016,3,2019-06-30,7,3,88.8,0,,nhl_public_api,8479414,https://api-web.nhle.com/v1/player/8479414/landing
2016-042-jonathan-dahlen,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479373,https://api-web.nhle.com/v1/player/8479373/landing
2016-043-janne-kuokkanen,2016,3,2019-06-30,11,0,120.7,0,,nhl_public_api,8479511,https://api-web.nhle.com/v1/player/8479511/landing
2016-044-boris-katchouk,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479383,https://api-web.nhle.com/v1/player/8479383/landing
2016-045-chad-krys,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479342,https://api-web.nhle.com/v1/player/8479342/landing
2016-046-givani-smith,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479379,https://api-web.nhle.com/v1/player/8479379/landing
2016-047-samuel-girard,2016,3,2019-06-30,155,50,2920.0,0,,nhl_public_api,8479398,https://api-web.nhle.com/v1/player/8479398/landing
2016-048-carter-hart,2016,3,2019-06-30,31,0,1716.9,30,,nhl_public_api,8479394,https://api-web.nhle.com/v1/player/8479394/landing
2016-049-ryan-lindgren,2016,3,2019-06-30,5,0,72.9,0,,nhl_public_api,8479324,https://api-web.nhle.com/v1/player/8479324/landing
2016-050-artur-kayumov,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479426,https://api-web.nhle.com/v1/player/8479426/landing
2016-051-kale-clague,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479348,https://api-web.nhle.com/v1/player/8479348/landing
2016-052-wade-allison,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479322,https://api-web.nhle.com/v1/player/8479322/landing
2016-053-filip-hronek,2016,3,2019-06-30,46,23,918.5,0,,nhl_public_api,8479425,https://api-web.nhle.com/v1/player/8479425/landing
2016-054-tyler-parsons,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479403,https://api-web.nhle.com/v1/player/8479403/landing
2016-055-filip-gustavsson,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479406,https://api-web.nhle.com/v1/player/8479406/landing
2016-056-dillon-dube,2016,3,2019-06-30,25,5,251.7,0,,nhl_public_api,8479346,https://api-web.nhle.com/v1/player/8479346/landing
2016-057-carl-grundstrom,2016,3,2019-06-30,15,6,224.5,0,,nhl_public_api,8479336,https://api-web.nhle.com/v1/player/8479336/landing
2016-058-taylor-raddysh,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479390,https://api-web.nhle.com/v1/player/8479390/landing
2016-059-evan-fitzpatrick,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479399,https://api-web.nhle.com/v1/player/8479399/landing
2016-060-dylan-gambrell,2016,3,2019-06-30,11,0,100.7,0,,nhl_public_api,8479580,https://api-web.nhle.com/v1/player/8479580/landing
2016-061-kasper-bjorkqvist,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479512,https://api-web.nhle.com/v1/player/8479512/landing
2016-062-joseph-woll,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479361,https://api-web.nhle.com/v1/player/8479361/landing
2016-063-markus-niemelainen,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479338,https://api-web.nhle.com/v1/player/8479338/landing
2016-064-william-lockwood,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479367,https://api-web.nhle.com/v1/player/8479367/landing
2016-065-vitaly-abramov,2016,3,2019-06-30,1,0,13.9,0,,nhl_public_api,8479411,https://api-web.nhle.com/v1/player/8479411/landing
2016-066-adam-fox,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479323,https://api-web.nhle.com/v1/player/8479323/landing
2016-067-matt-filipe,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479350,https://api-web.nhle.com/v1/player/8479350/landing
2016-068-cam-dineen,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479341,https://api-web.nhle.com/v1/player/8479341/landing
2016-069-cliff-pu,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479389,https://api-web.nhle.com/v1/player/8479389/landing
2016-070-william-bitten,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479375,https://api-web.nhle.com/v1/player/8479375/landing
2016-071-josh-anderson,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479340,https://api-web.nhle.com/v1/player/8479340/landing
2016-072-james-greenway,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479363,https://api-web.nhle.com/v1/player/8479363/landing
2016-073-joey-anderson,2016,3,2019-06-30,34,7,438.6,0,,nhl_public_api,8479315,https://api-web.nhle.com/v1/player/8479315/landing
2016-074-hudson-elynuik,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479513,https://api-web.nhle.com/v1/player/8479513/landing
2016-075-jack-lafontaine,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479581,https://api-web.nhle.com/v1/player/8479581/landing
2016-076-rem-pitlick,2016,3,2019-06-30,1,0,9.7,0,,nhl_public_api,8479514,https://api-web.nhle.com/v1/player/8479514/landing
2016-077-connor-hall,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479515,https://api-web.nhle.com/v1/player/8479515/landing
2016-078-frederic-allard,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479329,https://api-web.nhle.com/v1/player/8479329/landing
2016-079-luke-green,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479396,https://api-web.nhle.com/v1/player/8479396/landing
2016-080-brandon-gignac,2016,3,2019-06-30,1,0,9.1,0,,nhl_public_api,8479330,https://api-web.nhle.com/v1/player/8479330/landing
2016-081-sean-day,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479413,https://api-web.nhle.com/v1/player/8479413/landing
2016-082-carsen-twarynski,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479358,https://api-web.nhle.com/v1/player/8479358/landing
2016-083-wouter-peeters,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479582,https://api-web.nhle.com/v1/player/8479582/landing
2016-084-matthew-cairns,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479417,https://api-web.nhle.com/v1/player/8479417/landing
2016-085-joshua-mahura,2016,3,2019-06-30,17,5,243.1,0,,nhl_public_api,8479372,https://api-web.nhle.com/v1/player/8479372/landing
2016-086-casey-fitzgerald,2016,3,2019-06-30,0,0,0.0,0,,nhl_public_api,8479578,https://api-web.nhle.com/v1/player/8479578/landing
