player_id,draft_year,source,rank,scope,position,source_id,source_url
2024-001-macklin-celebrini,2024,draft_slot_proxy,1,all_drafted_players,C,2024-1,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-002-artyom-levshunov,2024,draft_slot_proxy,2,all_drafted_players,D,2024-2,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-003-beckett-sennecke,2024,draft_slot_proxy,3,all_drafted_players,RW,2024-3,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-004-cayden-lindstrom,2024,draft_slot_proxy,4,all_drafted_players,C,2024-4,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-005-ivan-demidov,2024,draft_slot_proxy,5,all_drafted_players,RW,2024-5,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-006-tij-iginla,2024,draft_slot_proxy,6,all_drafted_players,C,2024-6,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-007-carter-yakemchuk,2024,draft_slot_proxy,7,all_drafted_players,D,2024-7,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-008-berkly-catton,2024,draft_slot_proxy,8,all_drafted_players,C,2024-8,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-009-zayne-parekh,2024,draft_slot_proxy,9,all_drafted_players,D,2024-9,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-010-anton-silayev,2024,draft_slot_proxy,10,all_drafted_players,D,2024-10,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-011-sam-dickinson,2024,draft_slot_proxy,11,all_drafted_players,D,2024-11,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-012-zeev-buium,2024,draft_slot_proxy,12,all_drafted_players,D,2024-12,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-013-jett-luchanko,2024,draft_slot_proxy,13,all_drafted_players,C,2024-13,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-014-konsta-helenius,2024,draft_slot_proxy,14,all_drafted_players,C,2024-14,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-015-michael-brandsegg-nyg-rd,2024,draft_slot_proxy,15,all_drafted_players,RW,2024-15,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-016-adam-jiricek,2024,draft_slot_proxy,16,all_drafted_players,D,2024-16,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-017-terik-parascak,2024,draft_slot_proxy,17,all_drafted_players,RW,2024-17,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-018-sacha-boisvert,2024,draft_slot_proxy,18,all_drafted_players,C,2024-18,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-019-trevor-connelly,2024,draft_slot_proxy,19,all_drafted_players,LW,2024-19,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-020-cole-eiserman,2024,draft_slot_proxy,20,all_drafted_players,LW,2024-20,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-021-michael-hage,2024,draft_slot_proxy,21,all_drafted_players,C,2024-21,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-022-egor-surin,2024,draft_slot_proxy,22,all_drafted_players,C,2024-22,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-023-stian-solberg,2024,draft_slot_proxy,23,all_drafted_players,D,2024-23,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-024-cole-beaudoin,2024,draft_slot_proxy,24,all_drafted_players,C,2024-24,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-025-dean-letourneau,2024,draft_slot_proxy,25,all_drafted_players,C,2024-25,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-026-liam-greentree,2024,draft_slot_proxy,26,all_drafted_players,RW,2024-26,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-027-marek-vanacker,2024,draft_slot_proxy,27,all_drafted_players,LW,2024-27,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-028-matvei-gridin,2024,draft_slot_proxy,28,all_drafted_players,RW,2024-28,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-029-emil-hemming,2024,draft_slot_proxy,29,all_drafted_players,RW,2024-29,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-030-ej-emery,2024,draft_slot_proxy,30,all_drafted_players,D,2024-30,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-031-ben-danford,2024,draft_slot_proxy,31,all_drafted_players,D,2024-31,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-032-sam-o-reilly,2024,draft_slot_proxy,32,all_drafted_players,RW,2024-32,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-033-igor-chernyshov,2024,draft_slot_proxy,33,all_drafted_players,LW,2024-33,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-034-dominik-badinka,2024,draft_slot_proxy,34,all_drafted_players,D,2024-34,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-035-lucas-pettersson,2024,draft_slot_proxy,35,all_drafted_players,C,2024-35,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-036-charlie-elick,2024,draft_slot_proxy,36,all_drafted_players,D,2024-36,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-037-alfons-freij,2024,draft_slot_proxy,37,all_drafted_players,D,2024-37,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-038-ilya-nabokov,2024,draft_slot_proxy,38,all_drafted_players,G,2024-38,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-039-gabriel-eliasson,2024,draft_slot_proxy,39,all_drafted_players,D,2024-39,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-040-julius-miettinen,2024,draft_slot_proxy,40,all_drafted_players,C,2024-40,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-041-andrew-basha,2024,draft_slot_proxy,41,all_drafted_players,LW,2024-41,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-042-adam-kleber,2024,draft_slot_proxy,42,all_drafted_players,D,2024-42,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-043-cole-hutson,2024,draft_slot_proxy,43,all_drafted_players,D,2024-43,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-044-harrison-brunicke,2024,draft_slot_proxy,44,all_drafted_players,D,2024-44,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-045-ryder-ritchie,2024,draft_slot_proxy,45,all_drafted_players,RW,2024-45,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-046-tanner-howe,2024,draft_slot_proxy,46,all_drafted_players,LW,2024-46,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-047-max-plante,2024,draft_slot_proxy,47,all_drafted_players,LW,2024-47,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-048-colin-ralph,2024,draft_slot_proxy,48,all_drafted_players,D,2024-48,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-049-mikhail-yegorov,2024,draft_slot_proxy,49,all_drafted_players,G,2024-49,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-050-nikita-artamonov,2024,draft_slot_proxy,50,all_drafted_players,LW,2024-50,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-051-jack-berglund,2024,draft_slot_proxy,51,all_drafted_players,C,2024-51,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-052-leon-muggli,2024,draft_slot_proxy,52,all_drafted_players,D,2024-52,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-053-leo-sahlin-wallenius,2024,draft_slot_proxy,53,all_drafted_players,D,2024-53,https://api-web.nhle.com/v1/draft/picks/2024/all
