player_id,name,birth_date,nationality,position,handedness,height_cm,weight_kg,age_at_draft,source,source_id,source_url
2024-001-macklin-celebrini,Macklin Celebrini,,CAN,C,,183,89,,nhl_draft_api,2024-1,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-002-artyom-levshunov,Artyom Levshunov,,BLR,D,,188,93,,nhl_draft_api,2024-2,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-003-beckett-sennecke,Beckett Sennecke,,CAN,RW,,190,83,,nhl_draft_api,2024-3,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-004-cayden-lindstrom,Cayden Lindstrom,,CAN,C,,190,97,,nhl_draft_api,2024-4,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-005-ivan-demidov,Ivan Demidov,,RUS,RW,,185,87,,nhl_draft_api,2024-5,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-006-tij-iginla,Tij Iginla,,CAN,C,,183,87,,nhl_draft_api,2024-6,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-007-carter-yakemchuk,Carter Yakemchuk,,CAN,D,,190,92,,nhl_draft_api,2024-7,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-008-berkly-catton,Berkly Catton,,CAN,C,,180,79,,nhl_draft_api,2024-8,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-009-zayne-parekh,Zayne Parekh,,CAN,D,,185,81,,nhl_draft_api,2024-9,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-010-anton-silayev,Anton Silayev,,RUS,D,,201,96,,nhl_draft_api,2024-10,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-011-sam-dickinson,Sam Dickinson,,CAN,D,,190,92,,nhl_draft_api,2024-11,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-012-zeev-buium,Zeev Buium,,USA,D,,183,84,,nhl_draft_api,2024-12,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-013-jett-luchanko,Jett Luchanko,,CAN,C,,180,85,,nhl_draft_api,2024-13,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-014-konsta-helenius,Konsta Helenius,,FIN,C,,180,86,,nhl_draft_api,2024-14,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-015-michael-brandsegg-nyg-rd,Michael Brandsegg-Nygård,,NOR,RW,,185,94,,nhl_draft_api,2024-15,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-016-adam-jiricek,Adam Jiricek,,CZE,D,,190,76,,nhl_draft_api,2024-16,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-017-terik-parascak,Terik Parascak,,CAN,RW,,183,81,,nhl_draft_api,2024-17,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-018-sacha-boisvert,Sacha Boisvert,,CAN,C,,188,83,,nhl_draft_api,2024-18,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-019-trevor-connelly,Trevor Connelly,,USA,LW,,185,73,,nhl_draft_api,2024-19,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-020-cole-eiserman,Cole Eiserman,,USA,LW,,183,89,,nhl_draft_api,2024-20,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-021-michael-hage,Michael Hage,,CAN,C,,185,85,,nhl_draft_api,2024-21,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-022-egor-surin,Egor Surin,,RUS,C,,185,89,,nhl_draft_api,2024-22,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-023-stian-solberg,Stian Solberg,,NOR,D,,188,93,,nhl_draft_api,2024-23,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-024-cole-beaudoin,Cole Beaudoin,,CAN,C,,188,95,,nhl_draft_api,2024-24,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-025-dean-letourneau,Dean Letourneau,,CAN,C,,201,97,,nhl_draft_api,2024-25,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-026-liam-greentree,Liam Greentree,,CAN,RW,,190,98,,nhl_draft_api,2024-26,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-027-marek-vanacker,Marek Vanacker,,CAN,LW,,185,81,,nhl_draft_api,2024-27,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-028-matvei-gridin,Matvei Gridin,,RUS,RW,,188,86,,nhl_draft_api,2024-28,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-029-emil-hemming,Emil Hemming,,FIN,RW,,188,93,,nhl_draft_api,2024-29,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-030-ej-emery,EJ Emery,,CAN,D,,193,83,,nhl_draft_api,2024-30,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-031-ben-danford,Ben Danford,,CAN,D,,188,87,,nhl_draft_api,2024-31,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-032-sam-o-reilly,Sam O'Reilly,,CAN,RW,,188,83,,nhl_draft_api,2024-32,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-033-igor-chernyshov,Igor Chernyshov,,RUS,LW,,190,93,,nhl_draft_api,2024-33,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-034-dominik-badinka,Dominik Badinka,,CZE,D,,190,84,,nhl_draft_api,2024-34,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-035-lucas-pettersson,Lucas Pettersson,,SWE,C,,183,78,,nhl_draft_api,2024-35,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-036-charlie-elick,Charlie Elick,,CAN,D,,193,92,,nhl_draft_api,2024-36,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-037-alfons-freij,Alfons Freij,,SWE,D,,185,89,,nhl_draft_api,2024-37,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-038-ilya-nabokov,Ilya Nabokov,,RUS,G,,183,81,,nhl_draft_api,2024-38,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-039-gabriel-eliasson,Gabriel Eliasson,,SWE,D,,201,93,,nhl_draft_api,2024-39,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-040-julius-miettinen,Julius Miettinen,,FIN,C,,190,91,,nhl_draft_api,2024-40,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-041-andrew-basha,Andrew Basha,,CAN,LW,,183,85,,nhl_draft_api,2024-41,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-042-adam-kleber,Adam Kleber,,USA,D,,198,98,,nhl_draft_api,2024-42,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-043-cole-hutson,Cole Hutson,,USA,D,,180,75,,nhl_draft_api,2024-43,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-044-harrison-brunicke,Harrison Brunicke,,ZAF,D,,190,89,,nhl_draft_api,2024-44,https://api-web.nhle.com/v1/draft/picks/2024/all
2024-045-ryder-ritchie,Ryder Ritchie,,CAN,RW,,185,80,,nhl_draft_api,2024-45,https://api-web.nhle.com/v1/draft/picks/2024/all
