player_id,name,matched,match_method,provider,league,source_name,source_id,source_url,team,games,points,save_percentage
2024-079-tarin-smith,Tarin Smith,false,not_configured,,,,,,,,,
2024-080-ondrej-becher,Ondrej Becher,false,not_configured,,,,,,,,,
2024-081-ondrej-kos,Ondrej Kos,false,unmatched,,,,,,,,,
2024-082-carson-wetsch,Carson Wetsch,false,not_configured,,,,,,,,,
2024-083-pavel-moysevich,Pavel Moysevich,false,not_configured,,,,,,,,,
2024-084-kirill-zarubin,Kirill Zarubin,false,not_configured,,,,,,,,,
2024-085-kasper-pikkarainen,Kasper Pikkarainen,false,unmatched,,,,,,,,,
2024-086-luca-marrelli,Luca Marrelli,false,not_configured,,,,,,,,,
2024-087-miguel-marques,Miguel Marques,false,not_configured,,,,,,,,,
2024-088-kim-saarinen,Kim Saarinen,false,unmatched,,,,,,,,,
2024-089-tomas-lavoie,Tomas Lavoie,false,not_configured,,,,,,,,,
2024-090-eriks-mateiko,Eriks Mateiko,false,not_configured,,,,,,,,,
2024-091-herman-tr-ff,Herman Träff,true,exact_name,swehockey,HockeyAllsvenskan,Herman Träff,hermantraff,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14678,Västerås IK,8,3,
2024-091-herman-tr-ff,Herman Träff,true,exact_name,swehockey,SHL,Herman Träff,hermantraff,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14677,HV 71,10,0,
2024-091-herman-tr-ff,Herman Träff,true,exact_name,swehockey,Sweden Jrs.,Herman Träff,hermantraff,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,HV 71,2,3,
2024-091-herman-tr-ff,Herman Träff,true,exact_name,swehockey,Sweden Jrs.,Herman Träff,hermantraff@14709+15645,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14709,HV 71,26,21,
2024-092-jack-pridham,Jack Pridham,false,not_configured,,,,,,,,,
2024-093-melvin-fernstr-m,Melvin Fernström,true,exact_name,swehockey,SHL,Melvin Fernström,melvinfernstrom,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15792,Örebro HK,3,0,
2024-093-melvin-fernstr-m,Melvin Fernström,true,exact_name,swehockey,SHL,Melvin Fernström,melvinfernstrom,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14677,Örebro HK,6,0,
2024-093-melvin-fernstr-m,Melvin Fernström,true,exact_name,swehockey,Sweden Jrs.,Melvin Fernström,melvinfernstrom@15644+14709,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15644,Örebro HK,45,63,
2024-093-melvin-fernstr-m,Melvin Fernström,true,exact_name,swehockey,Sweden Jrs.,Melvin Fernström,melvinfernstrom,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,Örebro HK,8,10,
2024-094-hiroki-gojsic,Hiroki Gojsic,false,not_configured,,,,,,,,,
2024-095-adam-jecho,Adam Jecho,false,not_configured,,,,,,,,,
2024-096-veeti-v-is-nen,Veeti Väisänen,false,not_configured,,,,,,,,,
2024-097-matvei-shuravin,Matvei Shuravin,false,not_configured,,,,,,,,,
2024-098-gregor-biber,Gregor Biber,true,exact_name,swehockey,Sweden Jrs.,Gregor Biber,gregorbiber,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,Rögle BK,3,0,
2024-098-gregor-biber,Gregor Biber,true,exact_name,swehockey,Sweden Jrs.,Gregor Biber,gregorbiber@14709+15645,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14709,Rögle BK,40,6,
2024-099-jakub-milota,Jakub Milota,false,not_configured,,,,,,,,,
2024-100-alexandre-blais,Alexandre Blais,false,not_configured,,,,,,,,,
2024-101-tanner-henricks,Tanner Henricks,false,not_configured,,,,,,,,,
2024-102-owen-protz,Owen Protz,false,not_configured,,,,,,,,,
2024-103-gabe-smith,Gabe Smith,false,not_configured,,,,,,,,,
2024-104-lucas-ellinas,Lucas Ellinas,false,not_configured,,,,,,,,,
2024-105-ollie-josephson,Ollie Josephson,false,not_configured,,,,,,,,,
2024-106-trevor-hoskin,Trevor Hoskin,false,not_configured,,,,,,,,,
2024-107-heikki-ruohonen,Heikki Ruohonen,false,unmatched,,,,,,,,,
2024-108-luke-osburn,Luke Osburn,false,not_configured,,,,,,,,,
2024-109-kevin-he,Kevin He,false,not_configured,,,,,,,,,
2024-110-elliott-groenewold,Elliott Groenewold,false,not_configured,,,,,,,,,
2024-111-chase-pietila,Chase Pietila,false,not_configured,,,,,,,,,
2024-112-javon-moore,Javon Moore,false,not_configured,,,,,,,,,
2024-113-tomas-mrsic,Tomas Mrsic,false,not_configured,,,,,,,,,
2024-114-nicholas-kempf,Nicholas Kempf,false,not_configured,,,,,,,,,
2024-115-dmitry-gamzin,Dmitry Gamzin,false,not_configured,,,,,,,,,
2024-116-christian-kirsch,Christian Kirsch,false,not_configured,,,,,,,,,
2024-117-blake-montgomery,Blake Montgomery,false,not_configured,,,,,,,,,
2024-118-jan-golicic,Jan Golicic,false,not_configured,,,,,,,,,
2024-119-raoul-boilard,Raoul Boilard,false,not_configured,,,,,,,,,
2024-120-victor-johansson,Victor Johansson,true,exact_name,swehockey,Sweden Jrs.,Victor Johansson,victorjohansson@14708+15645,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14708,Leksands IF,34,8,
2024-120-victor-johansson,Victor Johansson,true,exact_name,swehockey,Sweden Jrs.,Victor Johansson,victorjohansson,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,Leksands IF,5,1,
2024-121-jake-fisher,Jake Fisher,false,not_configured,,,,,,,,,
2024-122-aron-kiviharju,Aron Kiviharju,false,not_configured,,,,,,,,,
2024-123-simon-pier-brunet,Simon-Pier Brunet,false,not_configured,,,,,,,,,
2024-124-alexander-siryatsky,Alexander Siryatsky,false,not_configured,,,,,,,,,
2024-125-riley-patterson,Riley Patterson,false,not_configured,,,,,,,,,
2024-126-landon-miller,Landon Miller,false,not_configured,,,,,,,,,
2024-127-viktor-norringer,Viktor Norringer,true,exact_name,swehockey,Sweden Jrs.,Viktor Nörringer,viktornorringer,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,Frölunda HC,7,4,
2024-127-viktor-norringer,Viktor Norringer,true,exact_name,swehockey,Sweden Jrs.,Viktor Nörringer,viktornorringer@14709+15645,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14709,Frölunda HC,25,12,
2024-128-hagen-burrows,Hagen Burrows,false,not_configured,,,,,,,,,
2024-129-simon-zether,Simon Zether,false,not_configured,,,,,,,,,
2024-130-tyler-thorpe,Tyler Thorpe,false,not_configured,,,,,,,,,
2024-131-colton-roberts,Colton Roberts,false,not_configured,,,,,,,,,
2024-132-louka-cloutier,Louka Cloutier,false,not_configured,,,,,,,,,
2024-133-oskar-vuollet,Oskar Vuollet,true,exact_name,swehockey,SHL,Oskar Vuollet,oskarvuollet,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15792,Skellefteå AIK,4,0,
2024-133-oskar-vuollet,Oskar Vuollet,true,exact_name,swehockey,SHL,Oskar Vuollet,oskarvuollet,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14677,Skellefteå AIK,15,0,
2024-133-oskar-vuollet,Oskar Vuollet,true,exact_name,swehockey,Sweden Jrs.,Oskar Vuollet,oskarvuollet@14708+15645,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14708,Skellefteå AIK,41,61,
2024-133-oskar-vuollet,Oskar Vuollet,true,exact_name,swehockey,Sweden Jrs.,Oskar Vuollet,oskarvuollet,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,Skellefteå AIK,9,21,
2024-134-mikus-vecvanags,Mikus Vecvanags,false,not_configured,,,,,,,,,
2024-135-owen-allard,Owen Allard,false,not_configured,,,,,,,,,
2024-136-eerik-wallenius,Eerik Wallenius,false,unmatched,,,,,,,,,
2024-137-ivan-yunin,Ivan Yunin,false,not_configured,,,,,,,,,
2024-138-joel-svensson,Joel Svensson,true,exact_name,swehockey,SHL,Joel Svensson,joelsvensson,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14677,Växjö Lakers HC,7,1,
2024-138-joel-svensson,Joel Svensson,true,exact_name,swehockey,Sweden Jrs.,Joel Svensson,joelsvensson,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,Växjö Lakers HC,4,5,
2024-138-joel-svensson,Joel Svensson,true,exact_name,swehockey,Sweden Jrs.,Joel Svensson,joelsvensson@14709+15645,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14709,Växjö Lakers HC,25,33,
2024-139-max-graham,Max Graham,false,not_configured,,,,,,,,,
2024-140-sebastian-soini,Sebastian Soini,false,unmatched,,,,,,,,,
2024-141-clarke-caswell,Clarke Caswell,false,not_configured,,,,,,,,,
2024-142-chase-wutzke,Chase Wutzke,false,not_configured,,,,,,,,,
2024-143-nate-misskey,Nate Misskey,false,not_configured,,,,,,,,,
2024-144-john-whipple,John Whipple,false,not_configured,,,,,,,,,
2024-145-william-mcisaac,William McIsaac,false,not_configured,,,,,,,,,
2024-146-veeti-louhivaara,Veeti Louhivaara,false,unmatched,,,,,,,,,
2024-147-marcus-gidl-f,Marcus Gidlöf,true,exact_name,swehockey,SHL,Marcus Gidlöf,marcusgidlof,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14677,Leksands IF,1,,0.625
2024-147-marcus-gidl-f,Marcus Gidlöf,true,exact_name,swehockey,Sweden Jrs.,Marcus Gidlöf,marcusgidlof@14708+15645,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14708,Leksands IF,26,,0.923
2024-147-marcus-gidl-f,Marcus Gidlöf,true,exact_name,swehockey,Sweden Jrs.,Marcus Gidlöf,marcusgidlof,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,Leksands IF,5,,0.895
2024-148-noah-powell,Noah Powell,false,not_configured,,,,,,,,,
2024-149-joona-saarelainen,Joona Saarelainen,false,unmatched,,,,,,,,,
2024-150-luke-misa,Luke Misa,false,not_configured,,,,,,,,,
2024-151-miroslav-holinka,Miroslav Holinka,false,not_configured,,,,,,,,,
2024-152-alexander-plesovskikh,Alexander Plesovskikh,false,not_configured,,,,,,,,,
2024-153-ales-cech,Ales Cech,false,not_configured,,,,,,,,,
2024-154-jonathan-morello,Jonathan Morello,false,not_configured,,,,,,,,,
2024-155-markus-loponen,Markus Loponen,false,unmatched,,,,,,,,,
2024-156-justin-poirier,Justin Poirier,false,not_configured,,,,,,,,,
2024-157-timofei-obvintsev,Timofei Obvintsev,false,not_configured,,,,,,,,,
2024-158-niilopekka-muhonen,Niilopekka Muhonen,false,unmatched,,,,,,,,,
2024-159-nathan-aspinall,Nathan Aspinall,false,not_configured,,,,,,,,,
2024-160-connor-clattenburg,Connor Clattenburg,false,not_configured,,,,,,,,,
2024-161-maxmilian-curran,Maxmilian Curran,false,not_configured,,,,,,,,,
2024-162-anthony-romani,Anthony Romani,false,not_configured,,,,,,,,,
2024-163-ty-henry,Ty Henry,false,not_configured,,,,,,,,,
2024-164-jared-woolley,Jared Woolley,false,not_configured,,,,,,,,,
2024-165-luke-ashton,Luke Ashton,false,not_configured,,,,,,,,,
2024-166-ben-merrill,Ben Merrill,false,not_configured,,,,,,,,,
2024-167-vojtech-hradec,Vojtech Hradec,false,not_configured,,,,,,,,,
2024-168-timur-kol,Timur Kol,false,not_configured,,,,,,,,,
2024-169-stepan-gorbunov,Stepan Gorbunov,false,not_configured,,,,,,,,,
2024-170-hunter-laing,Hunter Laing,false,not_configured,,,,,,,,,
2024-171-matyas-melovsky,Matyas Melovsky,false,not_configured,,,,,,,,,
2024-172-patrick-geary,Patrick Geary,false,not_configured,,,,,,,,,
2024-173-ilya-pautov,Ilya Pautov,false,not_configured,,,,,,,,,
2024-174-stevie-leskovar,Stevie Leskovar,false,not_configured,,,,,,,,,
2024-175-joona-v-is-nen,Joona Väisänen,false,not_configured,,,,,,,,,
2024-176-charlie-forslund,Charlie Forslund,false,not_configured,,,,,,,,,
2024-177-eric-jamieson,Eric Jamieson,false,not_configured,,,,,,,,,
2024-178-petr-sikora,Petr Sikora,false,not_configured,,,,,,,,,
2024-179-xavier-veilleux,Xavier Veilleux,false,not_configured,,,,,,,,,
2024-180-trent-swick,Trent Swick,false,not_configured,,,,,,,,,
2024-181-kaden-pitre,Kaden Pitre,false,not_configured,,,,,,,,,
2024-182-austin-burnevik,Austin Burnevik,false,not_configured,,,,,,,,,
2024-183-albin-sundin,Albin Sundin,true,exact_name,swehockey,SHL,Albin Sundin,albinsundin,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15792,Frölunda HC,14,2,
2024-183-albin-sundin,Albin Sundin,true,exact_name,swehockey,SHL,Albin Sundin,albinsundin,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14677,Frölunda HC,18,1,
2024-183-albin-sundin,Albin Sundin,true,exact_name,swehockey,Sweden Jrs.,Albin Sundin,albinsundin,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,Frölunda HC,4,3,
2024-183-albin-sundin,Albin Sundin,true,exact_name,swehockey,Sweden Jrs.,Albin Sundin,albinsundin@14709+15645,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14709,Frölunda HC,41,17,
2024-184-roman-shokhrin,Roman Shokhrin,false,not_configured,,,,,,,,,
2024-185-tory-pitner,Tory Pitner,false,not_configured,,,,,,,,,
2024-186-loke-johansson,Loke Johansson,true,exact_name,swehockey,HockeyAllsvenskan,Loke Johansson,lokejohansson,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14678,AIK,19,1,
2024-186-loke-johansson,Loke Johansson,true,exact_name,swehockey,Sweden Jrs.,Loke Johansson,lokejohansson@15644+14708,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15644,AIK,33,13,
2024-186-loke-johansson,Loke Johansson,true,exact_name,swehockey,Sweden Jrs.,Loke Johansson,lokejohansson,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,AIK,2,0,
2024-187-kieron-walton,Kieron Walton,false,not_configured,,,,,,,,,
2024-188-fyodor-avramov,Fyodor Avramov,false,not_configured,,,,,,,,,
2024-189-parker-alcos,Parker Alcos,false,not_configured,,,,,,,,,
2024-190-ludvig-lafton,Ludvig Lafton,true,exact_name,swehockey,Sweden Jrs.,Ludvig Lafton,ludviglafton,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,Färjestad BK,2,1,
2024-190-ludvig-lafton,Ludvig Lafton,true,exact_name,swehockey,Sweden Jrs.,Ludvig Lafton,ludviglafton,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15645,Färjestad BK,16,4,
2024-191-rico-gredig,Rico Gredig,false,not_configured,,,,,,,,,
2024-192-dalyn-wakely,Dalyn Wakely,false,not_configured,,,,,,,,,
2024-193-hunter-st-martin,Hunter St. Martin,false,not_configured,,,,,,,,,
2024-194-yaroslav-korostelyov,Yaroslav Korostelyov,false,not_configured,,,,,,,,,
2024-195-joe-connor,Joe Connor,false,not_configured,,,,,,,,,
2024-196-william-nicholl,William Nicholl,false,not_configured,,,,,,,,,
2024-197-lucas-van-vliet,Lucas Van Vliet,false,not_configured,,,,,,,,,
2024-198-james-reeder,James Reeder,false,not_configured,,,,,,,,,
2024-199-noah-steen,Noah Steen,true,exact_name,swehockey,HockeyAllsvenskan,Noah Steen,noahsteen,https://stats.swehockey.se/Teams/Info/PlayersByTeam/14678,Mora IK,40,17,
2024-199-noah-steen,Noah Steen,true,exact_name,swehockey,HockeyAllsvenskan,Noah Steen,noahsteen,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15784,Mora IK,12,5,
2024-199-noah-steen,Noah Steen,true,exact_name,swehockey,Sweden Jrs.,Noah Steen,noahsteen@15644+14708,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15644,Mora IK,17,22,
2024-200-matt-lahey,Matt Lahey,false,not_configured,,,,,,,,,
2024-201-denis-gabdrakhmanov,Denis Gabdrakhmanov,false,not_configured,,,,,,,,,
2024-202-jakub-fibigr,Jakub Fibigr,false,not_configured,,,,,,,,,
2024-203-austin-baker,Austin Baker,false,not_configured,,,,,,,,,
2024-204-vasily-zelenov,Vasily Zelenov,false,not_configured,,,,,,,,,
2024-205-austin-moline,Austin Moline,false,not_configured,,,,,,,,,
2024-206-harrison-meneghin,Harrison Meneghin,false,not_configured,,,,,,,,,
2024-207-mac-swanson,Mac Swanson,false,not_configured,,,,,,,,,
2024-208-fisher-scott,Fisher Scott,false,not_configured,,,,,,,,,
2024-209-antoine-dorion,Antoine Dorion,false,not_configured,,,,,,,,,
2024-210-makar-khanin,Makar Khanin,false,not_configured,,,,,,,,,
2024-211-matvei-korotky,Matvei Korotky,false,not_configured,,,,,,,,,
2024-212-miroslav-satan,Miroslav Satan,false,not_configured,,,,,,,,,
2024-213-erik-p-hlsson,Erik Påhlsson,false,not_configured,,,,,,,,,
2024-214-darels-uljanskis,Darels Uljanskis,true,exact_name,swehockey,Sweden Jrs.,Darels Uljanskis,darelsuljanskis@15644+14708,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15644,AIK,45,29,
2024-214-darels-uljanskis,Darels Uljanskis,true,exact_name,swehockey,Sweden Jrs.,Darels Uljanskis,darelsuljanskis,https://stats.swehockey.se/Teams/Info/PlayersByTeam/15769,AIK,2,3,
2024-215-christian-humphreys,Christian Humphreys,false,not_configured,,,,,,,,,
2024-216-sam-mccue,Sam McCue,false,not_configured,,,,,,,,,
2024-217-nikita-prishchepov,Nikita Prishchepov,false,not_configured,,,,,,,,,
2024-218-bauer-berry,Bauer Berry,false,not_configured,,,,,,,,,
2024-219-ryerson-leenders,Ryerson Leenders,false,not_configured,,,,,,,,,
2024-220-andrey-krutov,Andrey Krutov,false,not_configured,,,,,,,,,
