player_id,season,league,team,regular_season,row_count,sources,action,conflict_fields,chosen_sources
2024-049-mikhail-yegorov,2023-24,ushl,oma,true,2,ushl,merged,,timing:ushl; games:ushl; goals:ushl; assists:ushl; points:ushl; goalie_minutes:ushl; shots_against:ushl; saves:ushl; goals_against:ushl; save_percentage:ushl; goals_against_average:ushl; wins:ushl; losses:ushl; ties:ushl; shutouts:ushl
2024-132-louka-cloutier,2023-24,ushl,chi,false,2,ushl,merged,,timing:ushl; games:ushl; goals:ushl; assists:ushl; points:ushl; goalie_minutes:ushl; shots_against:ushl; saves:ushl; goals_against:ushl; save_percentage:ushl; goals_against_average:ushl; wins:ushl; losses:ushl; ties:ushl; shutouts:ushl
2024-132-louka-cloutier,2023-24,ushl,chi,true,2,ushl,merged,,timing:ushl; games:ushl; goals:ushl; assists:ushl; points:ushl; goalie_minutes:ushl; shots_against:ushl; saves:ushl; goals_against:ushl; save_percentage:ushl; goals_against_average:ushl; wins:ushl; losses:ushl; ties:ushl; shutouts:ushl
