player_id,name,birth_date,nationality,position,handedness,height_cm,weight_kg,age_at_draft,source,source_id,source_url
2014-001-aaron-ekblad,Aaron Ekblad,,CAN,D,,190,98,,nhl_draft_api,2014-1,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-002-sam-reinhart,Sam Reinhart,,CAN,C,,183,86,,nhl_draft_api,2014-2,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-003-leon-draisaitl,Leon Draisaitl,,DEU,C,,185,93,,nhl_draft_api,2014-3,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-004-sam-bennett,Sam Bennett,,CAN,C,,183,81,,nhl_draft_api,2014-4,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-005-michael-dal-colle,Michael Dal Colle,,CAN,LW,,185,83,,nhl_draft_api,2014-5,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-006-jake-virtanen,Jake Virtanen,,CAN,RW,,183,94,,nhl_draft_api,2014-6,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-007-haydn-fleury,Haydn Fleury,,CAN,D,,188,92,,nhl_draft_api,2014-7,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-008-william-nylander,William Nylander,,CAN,C/RW,,180,77,,nhl_draft_api,2014-8,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-009-nikolaj-ehlers,Nikolaj Ehlers,,DNK,LW,,178,80,,nhl_draft_api,2014-9,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-010-nick-ritchie,Nick Ritchie,,CAN,LW,,188,103,,nhl_draft_api,2014-10,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-011-kevin-fiala,Kevin Fiala,,CHE,LW,,178,82,,nhl_draft_api,2014-11,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-012-brendan-perlini,Brendan Perlini,,GBR,LW,,188,93,,nhl_draft_api,2014-12,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-013-jakub-vrana,Jakub Vrana,,CZE,LW/RW,,180,84,,nhl_draft_api,2014-13,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-014-julius-honka,Julius Honka,,FIN,D,,178,82,,nhl_draft_api,2014-14,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-015-dylan-larkin,Dylan Larkin,,USA,C,,183,86,,nhl_draft_api,2014-15,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-016-sonny-milano,Sonny Milano,,USA,LW,,180,83,,nhl_draft_api,2014-16,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-017-travis-sanheim,Travis Sanheim,,CAN,D,,190,82,,nhl_draft_api,2014-17,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-018-alex-tuch,Alex Tuch,,USA,RW,,193,101,,nhl_draft_api,2014-18,https://api-web.nhle.com/v1/draft/picks/2014/all
