player_id,draft_year,team_id,team_name,round_number,overall_pick,drafted_from_team,drafted_from_league,source,source_id,source_url
2014-001-aaron-ekblad,2014,FLA,Florida Panthers,1,1,Barrie,OHL,nhl_draft_api,2014-1,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-002-sam-reinhart,2014,BUF,Buffalo Sabres,1,2,Kootenay,WHL,nhl_draft_api,2014-2,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-003-leon-draisaitl,2014,EDM,Edmonton Oilers,1,3,Prince Albert,WHL,nhl_draft_api,2014-3,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-004-sam-bennett,2014,CGY,Calgary Flames,1,4,Kingston,OHL,nhl_draft_api,2014-4,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-005-michael-dal-colle,2014,NYI,New York Islanders,1,5,Oshawa,OHL,nhl_draft_api,2014-5,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-006-jake-virtanen,2014,VAN,Vancouver Canucks,1,6,Calgary,WHL,nhl_draft_api,2014-6,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-007-haydn-fleury,2014,CAR,Carolina Hurricanes,1,7,Red Deer,WHL,nhl_draft_api,2014-7,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-008-william-nylander,2014,TOR,Toronto Maple Leafs,1,8,Modo,SWEDEN,nhl_draft_api,2014-8,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-009-nikolaj-ehlers,2014,WPG,Winnipeg Jets,1,9,Halifax,QMJHL,nhl_draft_api,2014-9,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-010-nick-ritchie,2014,ANA,Anaheim Ducks,1,10,Peterborough,OHL,nhl_draft_api,2014-10,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-011-kevin-fiala,2014,NSH,Nashville Predators,1,11,HV 71 Jr.,Sweden Jrs.,nhl_draft_api,2014-11,https://api-web.nhle.com/v1/draft/picks/2014/all
2014-012-brendan-perlini,2014,ARI,Arizona Coyotes,1,12,Niagara,OHL,nhl_draft_api,2014-12,https://api-web.nhle.com/v1/draft/picks/2014/all
