player_id,name,matched,source_name,source,source_id,source_url,league,team,games,goals,assists,points,regular_season
2026-001-gavin-mckenna,Gavin McKenna,false,,,,,,,,,,,
2026-002-ivar-stenberg,Ivar Stenberg,false,,,,,,,,,,,
2026-003-caleb-malhotra,Caleb Malhotra,false,,,,,,,,,,,
2026-004-daxon-rudolph,Daxon Rudolph,false,,,,,,,,,,,
2026-005-alberts-smits,Alberts Smits,false,,,,,,,,,,,
2026-006-carson-carels,Carson Carels,false,,,,,,,,,,,
2026-007-chase-reid,Chase Reid,false,,,,,,,,,,,
2026-008-viggo-bjorck,Viggo Bjorck,false,,,,,,,,,,,
2026-009-keaton-verhoeff,Keaton Verhoeff,false,,,,,,,,,,,
2026-010-wyatt-cullen,Wyatt Cullen,false,,,,,,,,,,,
2026-011-tynan-lawrence,Tynan Lawrence,false,,,,,,,,,,,
2026-012-alexander-command,Alexander Command,false,,,,,,,,,,,
2026-013-malte-gustafsson,Malte Gustafsson,false,,,,,,,,,,,
2026-014-oscar-hemming,Oscar Hemming,false,,,,,,,,,,,
2026-015-nikita-klepov,Nikita Klepov,false,,,,,,,,,,,
2026-016-maddox-dagenais,Maddox Dagenais,false,,,,,,,,,,,
2026-017-ethan-belchetz,Ethan Belchetz,false,,,,,,,,,,,
2026-018-oliver-suvanto,Oliver Suvanto,false,,,,,,,,,,,
2026-019-elton-hermansson,Elton Hermansson,false,,,,,,,,,,,
2026-020-ilia-morozov,Ilia Morozov,false,,,,,,,,,,,
2026-021-ryan-lin,Ryan Lin,false,,,,,,,,,,,
2026-022-liam-ruck,Liam Ruck,false,,,,,,,,,,,
2026-023-jeffrey-jp-hurlbert,Jeffrey (JP) Hurlbert,false,,,,,,,,,,,
2026-024-adam-novotny,Adam Novotny,false,,,,,,,,,,,
2026-025-jonas-lagerberg-hoen,Jonas Lagerberg Hoen,false,,,,,,,,,,,
2026-026-gleb-pugachyov,Gleb Pugachyov,true,Gleb Pugachyov,eliteprospects_pdf,2026-ep-pdf-page-137,Draft26.pdf#page=137,VHL,Torpedo-Gorky NN,15,1,4,5,true
2026-026-gleb-pugachyov,Gleb Pugachyov,true,Gleb Pugachyov,eliteprospects_pdf,2026-ep-pdf-page-137,Draft26.pdf#page=137,MHL,Chaika Nizhny Novgorod,33,10,14,24,true
2026-026-gleb-pugachyov,Gleb Pugachyov,true,Gleb Pugachyov,eliteprospects-league,2026-mhl-playoffs-gleb-pugachyov,https://www.eliteprospects.com/league/mhl/stats/2025-2026/playoffs,MHL,Chaika Nizhny Novgorod,16,3,6,9,false
2026-026-gleb-pugachyov,Gleb Pugachyov,true,Gleb Pugachyov,eliteprospects_pdf,2026-ep-pdf-page-137,Draft26.pdf#page=137,KHL,Torpedo Nizhny Novgorod,13,2,1,3,true
2026-027-maksim-sokolovskii,Maksim Sokolovskii,false,,,,,,,,,,,
2026-028-marcus-nordmark,Marcus Nordmark,false,,,,,,,,,,,
2026-029-juho-piiparinen,Juho Piiparinen,false,,,,,,,,,,,
2026-030-jack-hextall,Jack Hextall,false,,,,,,,,,,,
2026-031-thomas-bleyl,Thomas Bleyl,false,,,,,,,,,,,
2026-032-jaxon-cover,Jaxon Cover,false,,,,,,,,,,,
2026-033-brooks-rogowski,Brooks Rogowski,false,,,,,,,,,,,
2026-034-xavier-villeneuve,Xavier Villeneuve,false,,,,,,,,,,,
2026-035-ryan-roobroeck,Ryan Roobroeck,false,,,,,,,,,,,
2026-036-chase-harrington,Chase Harrington,false,,,,,,,,,,,
2026-037-matias-vanhanen,Matias Vanhanen,false,,,,,,,,,,,
2026-038-casey-mutryn,Casey Mutryn,false,,,,,,,,,,,
2026-039-markus-ruck,Markus Ruck,false,,,,,,,,,,,
2026-040-simas-ignatavicius,Simas Ignatavicius,false,,,,,,,,,,,
2026-041-niklas-aaram-olsen,Niklas Aaram-Olsen,false,,,,,,,,,,,
2026-042-tobias-trejbal,Tobias Trejbal,false,,,,,,,,,,,
2026-043-egor-shilov,Egor Shilov,false,,,,,,,,,,,
2026-044-nikita-shcherbakov,Nikita Shcherbakov,true,Nikita Shcherbakov,eliteprospects_pdf,2026-ep-pdf-page-105,Draft26.pdf#page=105,VHL,Toros Neftekamsk,35,4,6,10,true
2026-044-nikita-shcherbakov,Nikita Shcherbakov,true,Nikita Shcherbakov,eliteprospects_pdf,2026-ep-pdf-page-105,Draft26.pdf#page=105,MHL,Tolpar Ufa,15,0,10,10,true
2026-044-nikita-shcherbakov,Nikita Shcherbakov,true,Nikita Shcherbakov,eliteprospects_pdf,2026-ep-pdf-page-105,Draft26.pdf#page=105,KHL,Salavat Yulaev Ufa,7,0,0,0,true
2026-045-jayden-kurtz,Jayden Kurtz,false,,,,,,,,,,,
2026-046-liam-lefebvre,Liam Lefebvre,false,,,,,,,,,,,
2026-047-victor-plante,Victor Plante,false,,,,,,,,,,,
2026-048-ryder-cali,Ryder Cali,false,,,,,,,,,,,
2026-049-adam-goljer,Adam Goljer,false,,,,,,,,,,,
2026-050-mathis-preston,Mathis Preston,false,,,,,,,,,,,
2026-051-william-hakansson,William Hakansson,false,,,,,,,,,,,
2026-052-oleg-kulebiakin,Oleg Kulebiakin,false,,,,,,,,,,,
2026-053-brek-liske,Brek Liske,false,,,,,,,,,,,
2026-054-tomas-galvas,Tomas Galvas,false,,,,,,,,,,,
2026-055-alan-shaikhlislamov,Alan Shaikhlislamov,true,Alan Shaikhlislamov,eliteprospects_pdf,2026-ep-pdf-page-158,Draft26.pdf#page=158,MHL,Tolpar Ufa,31,18,17,35,true
2026-055-alan-shaikhlislamov,Alan Shaikhlislamov,true,Alan Shaikhlislamov,eliteprospects_pdf,2026-ep-pdf-page-158,Draft26.pdf#page=158,KHL,Salavat Yulaev Ufa,1,0,0,0,true
2026-056-yuri-ivanov,Yuri Ivanov,true,Yuri Ivanov,eliteprospects-league-goalie,2026-mhl-regular-yuri-ivanov,https://www.eliteprospects.com/league/mhl/stats/2025-2026?tab=goalies,MHL,MHK Spartak Moskva,26,0,0,0,true
