player_id,draft_year,team_id,team_name,round_number,overall_pick,drafted_from_team,drafted_from_league,source,source_id,source_url
2026-001-gavin-mckenna,2026,TOR,Toronto Maple Leafs,1,1,PENN STATE,NCAA,nhl_draft_api,2026-1,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-002-ivar-stenberg,2026,SJS,San Jose Sharks,1,2,FROLUNDA,SWEDEN,nhl_draft_api,2026-2,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-003-caleb-malhotra,2026,VAN,Vancouver Canucks,1,3,BRANTFORD,OHL,nhl_draft_api,2026-3,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-004-daxon-rudolph,2026,BUF,Buffalo Sabres,1,4,PRINCE ALBERT,WHL,nhl_draft_api,2026-4,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-005-alberts-smits,2026,NYR,New York Rangers,1,5,MUNCHEN,GERMANY,nhl_draft_api,2026-5,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-006-carson-carels,2026,CGY,Calgary Flames,1,6,PRINCE GEORGE,WHL,nhl_draft_api,2026-6,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-007-chase-reid,2026,SEA,Seattle Kraken,1,7,SAULT STE. MARIE,OHL,nhl_draft_api,2026-7,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-008-viggo-bjorck,2026,WPG,Winnipeg Jets,1,8,DJURGARDEN,SWEDEN,nhl_draft_api,2026-8,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-009-keaton-verhoeff,2026,SJS,San Jose Sharks,1,9,NORTH DAKOTA,NCAA,nhl_draft_api,2026-9,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-010-wyatt-cullen,2026,NSH,Nashville Predators,1,10,USA U-18,USHL,nhl_draft_api,2026-10,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-011-tynan-lawrence,2026,STL,St. Louis Blues,1,11,BOSTON UNIVERSITY,NCAA,nhl_draft_api,2026-11,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-012-alexander-command,2026,NJD,New Jersey Devils,1,12,OREBRO JR.,Sweden Jrs.,nhl_draft_api,2026-12,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-013-malte-gustafsson,2026,NYI,New York Islanders,1,13,HV71,SWEDEN,nhl_draft_api,2026-13,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-014-oscar-hemming,2026,CBJ,Columbus Blue Jackets,1,14,BOSTON COLLEGE,NCAA,nhl_draft_api,2026-14,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-015-nikita-klepov,2026,ANA,Anaheim Ducks,1,15,SAGINAW,OHL,nhl_draft_api,2026-15,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-016-maddox-dagenais,2026,STL,St. Louis Blues,1,16,QUEBEC,QMJHL,nhl_draft_api,2026-16,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-017-ethan-belchetz,2026,UTA,Utah Mammoth,1,17,WINDSOR,OHL,nhl_draft_api,2026-17,https://api-web.nhle.com/v1/draft/picks/2026/all
2026-018-oliver-suvanto,2026,WSH,Washington Capitals,1,18,TAPPARA,FINLAND,nhl_draft_api,2026-18,https://api-web.nhle.com/v1/draft/picks/2026/all
