player_id,draft_year,source,rank,scope,position,source_id,source_url
2017-001-nico-hischier,2017,draft_slot_proxy,1,all_drafted_players,C,2017-1,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-002-nolan-patrick,2017,draft_slot_proxy,2,all_drafted_players,C,2017-2,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-003-miro-heiskanen,2017,draft_slot_proxy,3,all_drafted_players,D,2017-3,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-004-cale-makar,2017,draft_slot_proxy,4,all_drafted_players,D,2017-4,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-005-elias-pettersson,2017,draft_slot_proxy,5,all_drafted_players,C,2017-5,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-006-cody-glass,2017,draft_slot_proxy,6,all_drafted_players,C,2017-6,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-007-lias-andersson,2017,draft_slot_proxy,7,all_drafted_players,C,2017-7,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-008-casey-mittelstadt,2017,draft_slot_proxy,8,all_drafted_players,C,2017-8,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-009-michael-rasmussen,2017,draft_slot_proxy,9,all_drafted_players,C,2017-9,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-010-owen-tippett,2017,draft_slot_proxy,10,all_drafted_players,RW,2017-10,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-011-gabriel-vilardi,2017,draft_slot_proxy,11,all_drafted_players,C,2017-11,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-012-martin-necas,2017,draft_slot_proxy,12,all_drafted_players,C,2017-12,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-013-nick-suzuki,2017,draft_slot_proxy,13,all_drafted_players,C,2017-13,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-014-cal-foote,2017,draft_slot_proxy,14,all_drafted_players,D,2017-14,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-015-erik-brannstrom,2017,draft_slot_proxy,15,all_drafted_players,D,2017-15,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-016-juuso-v-lim-ki,2017,draft_slot_proxy,16,all_drafted_players,D,2017-16,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-017-timothy-liljegren,2017,draft_slot_proxy,17,all_drafted_players,D,2017-17,https://api-web.nhle.com/v1/draft/picks/2017/all
2017-018-urho-vaakanainen,2017,draft_slot_proxy,18,all_drafted_players,D,2017-18,https://api-web.nhle.com/v1/draft/picks/2017/all
