player_id,draft_year,team_id,team_name,round_number,overall_pick,drafted_from_team,drafted_from_league,source,source_id,source_url
2016-001-auston-matthews,2016,TOR,Toronto Maple Leafs,1,1,Zurich,National League,nhl_draft_api,2016-1,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-002-patrik-laine,2016,WPG,Winnipeg Jets,1,2,Tappara,FINLAND,nhl_draft_api,2016-2,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-003-pierre-luc-dubois,2016,CBJ,Columbus Blue Jackets,1,3,Cape Breton,QMJHL,nhl_draft_api,2016-3,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-004-jesse-puljujarvi,2016,EDM,Edmonton Oilers,1,4,Karpat,FINLAND,nhl_draft_api,2016-4,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-005-olli-juolevi,2016,VAN,Vancouver Canucks,1,5,London,OHL,nhl_draft_api,2016-5,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-006-matthew-tkachuk,2016,CGY,Calgary Flames,1,6,London,OHL,nhl_draft_api,2016-6,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-007-clayton-keller,2016,ARI,Arizona Coyotes,1,7,USA U-18,USHL,nhl_draft_api,2016-7,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-008-alex-nylander,2016,BUF,Buffalo Sabres,1,8,Mississauga,OHL,nhl_draft_api,2016-8,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-009-mikhail-sergachev,2016,MTL,Montréal Canadiens,1,9,Windsor,OHL,nhl_draft_api,2016-9,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-010-tyson-jost,2016,COL,Colorado Avalanche,1,10,Penticton,BCHL,nhl_draft_api,2016-10,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-011-logan-brown,2016,OTT,Ottawa Senators,1,11,Windsor,OHL,nhl_draft_api,2016-11,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-012-michael-mcleod,2016,NJD,New Jersey Devils,1,12,Mississauga,OHL,nhl_draft_api,2016-12,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-013-jake-bean,2016,CAR,Carolina Hurricanes,1,13,Calgary,WHL,nhl_draft_api,2016-13,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-014-charlie-mcavoy,2016,BOS,Boston Bruins,1,14,Boston University,NCAA,nhl_draft_api,2016-14,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-015-luke-kunin,2016,MIN,Minnesota Wild,1,15,U. of Wisconsin,NCAA,nhl_draft_api,2016-15,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-016-jakob-chychrun,2016,ARI,Arizona Coyotes,1,16,Sarnia,OHL,nhl_draft_api,2016-16,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-017-dante-fabbro,2016,NSH,Nashville Predators,1,17,Penticton,BCHL,nhl_draft_api,2016-17,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-018-logan-stanley,2016,WPG,Winnipeg Jets,1,18,Windsor,OHL,nhl_draft_api,2016-18,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-019-kieffer-bellows,2016,NYI,New York Islanders,1,19,USA U-18,USHL,nhl_draft_api,2016-19,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-020-dennis-cholowski,2016,DET,Detroit Red Wings,1,20,Chilliwack,BCHL,nhl_draft_api,2016-20,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-021-julien-gauthier,2016,CAR,Carolina Hurricanes,1,21,Val d'Or,QMJHL,nhl_draft_api,2016-21,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-022-german-rubtsov,2016,PHI,Philadelphia Flyers,1,22,Team Russia U18,Russia Jr.,nhl_draft_api,2016-22,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-023-henrik-borgstrom,2016,FLA,Florida Panthers,1,23,HIFK Jr.,Finland Jrs.,nhl_draft_api,2016-23,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-024-max-jones,2016,ANA,Anaheim Ducks,1,24,London,OHL,nhl_draft_api,2016-24,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-025-riley-tufte,2016,DAL,Dallas Stars,1,25,Blaine,High School,nhl_draft_api,2016-25,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-026-tage-thompson,2016,STL,St. Louis Blues,1,26,U. of Connecticut,NCAA,nhl_draft_api,2016-26,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-027-brett-howden,2016,TBL,Tampa Bay Lightning,1,27,Moose Jaw,WHL,nhl_draft_api,2016-27,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-028-lucas-johansen,2016,WSH,Washington Capitals,1,28,Kelowna,WHL,nhl_draft_api,2016-28,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-029-trent-frederic,2016,BOS,Boston Bruins,1,29,USA U-18,USHL,nhl_draft_api,2016-29,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-030-sam-steel,2016,ANA,Anaheim Ducks,1,30,Regina,WHL,nhl_draft_api,2016-30,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-031-egor-korshkov,2016,TOR,Toronto Maple Leafs,2,31,Yaroslavl,RUSSIA,nhl_draft_api,2016-31,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-032-tyler-benson,2016,EDM,Edmonton Oilers,2,32,Vancouver,WHL,nhl_draft_api,2016-32,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-033-rasmus-asplund,2016,BUF,Buffalo Sabres,2,33,Farjestad,SWEDEN,nhl_draft_api,2016-33,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-034-andrew-peeke,2016,CBJ,Columbus Blue Jackets,2,34,Green Bay,USHL,nhl_draft_api,2016-34,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-035-jordan-kyrou,2016,STL,St. Louis Blues,2,35,Sarnia,OHL,nhl_draft_api,2016-35,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-036-pascal-laberge,2016,PHI,Philadelphia Flyers,2,36,Victoriaville,QMJHL,nhl_draft_api,2016-36,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-037-libor-hajek,2016,TBL,Tampa Bay Lightning,2,37,Saskatoon,WHL,nhl_draft_api,2016-37,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-039-alex-debrincat,2016,CHI,Chicago Blackhawks,2,39,Erie,OHL,nhl_draft_api,2016-39,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-040-cam-morrison,2016,COL,Colorado Avalanche,2,40,Youngstown,USHL,nhl_draft_api,2016-40,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-041-nathan-bastian,2016,NJD,New Jersey Devils,2,41,Mississauga,OHL,nhl_draft_api,2016-41,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-042-jonathan-dahlen,2016,OTT,Ottawa Senators,2,42,Timra,HockeyAllsvenskan,nhl_draft_api,2016-42,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-043-janne-kuokkanen,2016,CAR,Carolina Hurricanes,2,43,Karpat Jr.,Finland Jrs.,nhl_draft_api,2016-43,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-044-boris-katchouk,2016,TBL,Tampa Bay Lightning,2,44,Sault Ste. Marie,OHL,nhl_draft_api,2016-44,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-045-chad-krys,2016,CHI,Chicago Blackhawks,2,45,USA U-18,USHL,nhl_draft_api,2016-45,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-046-givani-smith,2016,DET,Detroit Red Wings,2,46,Guelph,OHL,nhl_draft_api,2016-46,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-047-samuel-girard,2016,NSH,Nashville Predators,2,47,Shawinigan,QMJHL,nhl_draft_api,2016-47,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-048-carter-hart,2016,PHI,Philadelphia Flyers,2,48,Everett,WHL,nhl_draft_api,2016-48,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-049-ryan-lindgren,2016,BOS,Boston Bruins,2,49,USA U-18,USHL,nhl_draft_api,2016-49,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-050-artur-kayumov,2016,CHI,Chicago Blackhawks,2,50,Team Russia U18,Russia Jr.,nhl_draft_api,2016-50,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-051-kale-clague,2016,LAK,Los Angeles Kings,2,51,Brandon,WHL,nhl_draft_api,2016-51,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-052-wade-allison,2016,PHI,Philadelphia Flyers,2,52,Tri-City,USHL,nhl_draft_api,2016-52,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-053-filip-hronek,2016,DET,Detroit Red Wings,2,53,HR. Kralove,Czech Republic,nhl_draft_api,2016-53,https://api-web.nhle.com/v1/draft/picks/2016/all
2016-054-tyler-parsons,2016,CGY,Calgary Flames,2,54,London,OHL,nhl_draft_api,2016-54,https://api-web.nhle.com/v1/draft/picks/2016/all
