player_id,draft_year,horizon_years,outcome_through,nhl_games,nhl_points,nhl_toi_minutes,goalie_starts,value_proxy,source,source_id,source_url
2019-001-jack-hughes,2019,5,2024-06-30,306,281,5851.7,0,,nhl_public_api,8481559,https://api-web.nhle.com/v1/player/8481559/landing
2019-002-kaapo-kakko,2019,5,2024-06-30,300,117,4360.7,0,,nhl_public_api,8481554,https://api-web.nhle.com/v1/player/8481554/landing
2019-003-kirby-dach,2019,5,2024-06-30,212,99,3609.8,0,,nhl_public_api,8481523,https://api-web.nhle.com/v1/player/8481523/landing
2019-004-bowen-byram,2019,5,2024-06-30,164,72,3301.0,0,,nhl_public_api,8481524,https://api-web.nhle.com/v1/player/8481524/landing
2019-005-alex-turcotte,2019,5,2024-06-30,32,4,303.7,0,,nhl_public_api,8481532,https://api-web.nhle.com/v1/player/8481532/landing
2019-006-moritz-seider,2019,5,2024-06-30,246,134,5621.1,0,,nhl_public_api,8481542,https://api-web.nhle.com/v1/player/8481542/landing
2019-007-dylan-cozens,2019,5,2024-06-30,280,166,4542.4,0,,nhl_public_api,8481528,https://api-web.nhle.com/v1/player/8481528/landing
2019-008-philip-broberg,2019,5,2024-06-30,81,13,1028.7,0,,nhl_public_api,8481598,https://api-web.nhle.com/v1/player/8481598/landing
2019-009-trevor-zegras,2019,5,2024-06-30,211,154,3767.2,0,,nhl_public_api,8481533,https://api-web.nhle.com/v1/player/8481533/landing
2019-010-vasily-podkolzin,2019,5,2024-06-30,137,35,1678.2,0,,nhl_public_api,8481617,https://api-web.nhle.com/v1/player/8481617/landing
2019-011-victor-soderstrom,2019,5,2024-06-30,53,11,856.9,0,,nhl_public_api,8481599,https://api-web.nhle.com/v1/player/8481599/landing
2019-012-matt-boldy,2019,5,2024-06-30,203,171,3640.3,0,,nhl_public_api,8481557,https://api-web.nhle.com/v1/player/8481557/landing
2019-013-spencer-knight,2019,5,2024-06-30,57,0,3115.9,49,,nhl_public_api,8481519,https://api-web.nhle.com/v1/player/8481519/landing
2019-014-cam-york,2019,5,2024-06-30,169,60,3547.5,0,,nhl_public_api,8481546,https://api-web.nhle.com/v1/player/8481546/landing
2019-015-cole-caufield,2019,5,2024-06-30,205,149,3679.9,0,,nhl_public_api,8481540,https://api-web.nhle.com/v1/player/8481540/landing
