player_id,draft_year,horizon_years,outcome_through,nhl_games,nhl_points,nhl_toi_minutes,goalie_starts,value_proxy,source,source_id,source_url
2021-001-owen-power,2021,7,2028-06-30,323,140,7236.2,0,,nhl_public_api,8482671,https://api-web.nhle.com/v1/player/8482671/landing
2021-002-matty-beniers,2021,7,2028-06-30,331,196,6034.0,0,,nhl_public_api,8482665,https://api-web.nhle.com/v1/player/8482665/landing
2021-003-mason-mctavish,2021,7,2028-06-30,304,181,4821.1,0,,nhl_public_api,8482745,https://api-web.nhle.com/v1/player/8482745/landing
2021-004-luke-hughes,2021,7,2028-06-30,223,128,4859.5,0,,nhl_public_api,8482684,https://api-web.nhle.com/v1/player/8482684/landing
2021-005-kent-johnson,2021,7,2028-06-30,274,138,4010.1,0,,nhl_public_api,8482660,https://api-web.nhle.com/v1/player/8482660/landing
2021-006-simon-edvinsson,2021,7,2028-06-30,175,60,3701.9,0,,nhl_public_api,8482762,https://api-web.nhle.com/v1/player/8482762/landing
2021-007-william-eklund,2021,7,2028-06-30,252,163,4732.0,0,,nhl_public_api,8482667,https://api-web.nhle.com/v1/player/8482667/landing
2021-008-brandt-clarke,2021,7,2028-06-30,185,81,3235.0,0,,nhl_public_api,8482730,https://api-web.nhle.com/v1/player/8482730/landing
2021-009-dylan-guenther,2021,7,2028-06-30,227,183,3730.2,0,,nhl_public_api,8482699,https://api-web.nhle.com/v1/player/8482699/landing
2021-010-tyler-boucher,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482674,https://api-web.nhle.com/v1/player/8482674/landing
2021-012-cole-sillinger,2021,7,2028-06-30,367,140,5524.6,0,,nhl_public_api,8482705,https://api-web.nhle.com/v1/player/8482705/landing
2021-013-matt-coronato,2021,7,2028-06-30,192,101,3129.5,0,,nhl_public_api,8482679,https://api-web.nhle.com/v1/player/8482679/landing
2021-014-isak-rosen,2021,7,2028-06-30,52,11,562.9,0,,nhl_public_api,8482765,https://api-web.nhle.com/v1/player/8482765/landing
2021-015-sebastian-cossa,2021,7,2028-06-30,1,0,45.0,0,,nhl_public_api,8482657,https://api-web.nhle.com/v1/player/8482657/landing
2021-016-brennan-othmann,2021,7,2028-06-30,44,5,436.7,0,,nhl_public_api,8482747,https://api-web.nhle.com/v1/player/8482747/landing
2021-017-zachary-bolduc,2021,7,2028-06-30,175,75,2285.4,0,,nhl_public_api,8482737,https://api-web.nhle.com/v1/player/8482737/landing
2021-018-chaz-lucius,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482780,https://api-web.nhle.com/v1/player/8482780/landing
2021-019-fedor-svechkov,2021,7,2028-06-30,122,34,1515.8,0,,nhl_public_api,8482768,https://api-web.nhle.com/v1/player/8482768/landing
2021-020-jesper-wallstedt,2021,7,2028-06-30,40,0,2293.4,38,,nhl_public_api,8482661,https://api-web.nhle.com/v1/player/8482661/landing
2021-021-fabian-lysell,2021,7,2028-06-30,12,3,161.4,0,,nhl_public_api,8482763,https://api-web.nhle.com/v1/player/8482763/landing
2021-022-xavier-bourgault,2021,7,2028-06-30,2,0,11.9,0,,nhl_public_api,8482673,https://api-web.nhle.com/v1/player/8482673/landing
2021-023-wyatt-johnston,2021,7,2028-06-30,328,263,5865.7,0,,nhl_public_api,8482740,https://api-web.nhle.com/v1/player/8482740/landing
2021-024-mackie-samoskevich,2021,7,2028-06-30,156,63,2157.0,0,,nhl_public_api,8482713,https://api-web.nhle.com/v1/player/8482713/landing
2021-025-corson-ceulemans,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482678,https://api-web.nhle.com/v1/player/8482678/landing
2021-026-carson-lambos,2021,7,2028-06-30,1,0,10.3,0,,nhl_public_api,8482781,https://api-web.nhle.com/v1/player/8482781/landing
2021-027-zachary-l-heureux,2021,7,2028-06-30,87,20,1081.7,0,,nhl_public_api,8482742,https://api-web.nhle.com/v1/player/8482742/landing
2021-028-oskar-olausson,2021,7,2028-06-30,4,0,32.5,0,,nhl_public_api,8482712,https://api-web.nhle.com/v1/player/8482712/landing
2021-029-chase-stillman,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482714,https://api-web.nhle.com/v1/player/8482714/landing
2021-030-zach-dean,2021,7,2028-06-30,9,0,95.0,0,,nhl_public_api,8482784,https://api-web.nhle.com/v1/player/8482784/landing
2021-031-logan-mailloux,2021,7,2028-06-30,75,18,1258.0,0,,nhl_public_api,8482733,https://api-web.nhle.com/v1/player/8482733/landing
2021-032-nolan-allan,2021,7,2028-06-30,43,8,650.7,0,,nhl_public_api,8482700,https://api-web.nhle.com/v1/player/8482700/landing
2021-033-prokhor-poltapov,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482769,https://api-web.nhle.com/v1/player/8482769/landing
2021-034-olen-zellweger,2021,7,2028-06-30,164,51,2968.0,0,,nhl_public_api,8482803,https://api-web.nhle.com/v1/player/8482803/landing
2021-035-ryker-evans,2021,7,2028-06-30,176,51,3305.5,0,,nhl_public_api,8482858,https://api-web.nhle.com/v1/player/8482858/landing
2021-036-shai-buium,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482777,https://api-web.nhle.com/v1/player/8482777/landing
2021-037-josh-doan,2021,7,2028-06-30,144,80,2125.9,0,,nhl_public_api,8482659,https://api-web.nhle.com/v1/player/8482659/landing
2021-038-daniil-chayka,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482688,https://api-web.nhle.com/v1/player/8482688/landing
2021-039-zack-ostapchuk,2021,7,2028-06-30,122,11,1197.0,0,,nhl_public_api,8482859,https://api-web.nhle.com/v1/player/8482859/landing
2021-040-scott-morrow,2021,7,2028-06-30,45,12,712.3,0,,nhl_public_api,8482666,https://api-web.nhle.com/v1/player/8482666/landing
2021-041-danila-klimovich,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482918,https://api-web.nhle.com/v1/player/8482918/landing
2021-042-francesco-pinelli,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482748,https://api-web.nhle.com/v1/player/8482748/landing
2021-043-ilya-fedotov,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482792,https://api-web.nhle.com/v1/player/8482792/landing
2021-044-aleksi-heimosalmi,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482860,https://api-web.nhle.com/v1/player/8482860/landing
2021-045-william-stromgren,2021,7,2028-06-30,3,0,21.9,0,,nhl_public_api,8482766,https://api-web.nhle.com/v1/player/8482766/landing
2021-046-samu-tuomaala,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482727,https://api-web.nhle.com/v1/player/8482727/landing
2021-047-logan-stankoven,2021,7,2028-06-30,183,96,2780.6,0,,nhl_public_api,8482702,https://api-web.nhle.com/v1/player/8482702/landing
2021-048-artem-grushnikov,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482695,https://api-web.nhle.com/v1/player/8482695/landing
2021-049-ben-roger,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482672,https://api-web.nhle.com/v1/player/8482672/landing
2021-050-nikita-chibrikov,2021,7,2028-06-30,16,4,157.7,0,,nhl_public_api,8482787,https://api-web.nhle.com/v1/player/8482787/landing
2021-051-ville-koivunen,2021,7,2028-06-30,47,14,641.5,0,,nhl_public_api,8482758,https://api-web.nhle.com/v1/player/8482758/landing
2021-052-aatu-r-ty,2021,7,2028-06-30,114,28,1270.3,0,,nhl_public_api,8482691,https://api-web.nhle.com/v1/player/8482691/landing
2021-053-aleksandr-kisakov,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482697,https://api-web.nhle.com/v1/player/8482697/landing
2021-054-jack-peart,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482686,https://api-web.nhle.com/v1/player/8482686/landing
2021-055-vincent-iorio,2021,7,2028-06-30,36,4,527.0,0,,nhl_public_api,8482861,https://api-web.nhle.com/v1/player/8482861/landing
2021-056-evan-nause,2021,7,2028-06-30,0,0,0.0,0,,nhl_public_api,8482734,https://api-web.nhle.com/v1/player/8482734/landing
