player_id,draft_year,team_id,team_name,round_number,overall_pick,drafted_from_team,drafted_from_league,source,source_id,source_url
2018-001-rasmus-dahlin,2018,BUF,Buffalo Sabres,1,1,Frolunda,SWEDEN,nhl_draft_api,2018-1,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-002-andrei-svechnikov,2018,CAR,Carolina Hurricanes,1,2,Barrie,OHL,nhl_draft_api,2018-2,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-003-jesperi-kotkaniemi,2018,MTL,Montréal Canadiens,1,3,Assat,FINLAND,nhl_draft_api,2018-3,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-004-brady-tkachuk,2018,OTT,Ottawa Senators,1,4,Boston University,NCAA,nhl_draft_api,2018-4,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-005-barrett-hayton,2018,ARI,Arizona Coyotes,1,5,Sault Ste. Marie,OHL,nhl_draft_api,2018-5,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-006-filip-zadina,2018,DET,Detroit Red Wings,1,6,Halifax,QMJHL,nhl_draft_api,2018-6,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-007-quinn-hughes,2018,VAN,Vancouver Canucks,1,7,Michigan,NCAA,nhl_draft_api,2018-7,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-008-adam-boqvist,2018,CHI,Chicago Blackhawks,1,8,Brynas Jr.,Sweden Jrs.,nhl_draft_api,2018-8,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-009-vitali-kravtsov,2018,NYR,New York Rangers,1,9,Chelyabinsk,RUSSIA,nhl_draft_api,2018-9,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-010-evan-bouchard,2018,EDM,Edmonton Oilers,1,10,London,OHL,nhl_draft_api,2018-10,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-011-oliver-wahlstrom,2018,NYI,New York Islanders,1,11,USA U-18,USHL,nhl_draft_api,2018-11,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-012-noah-dobson,2018,NYI,New York Islanders,1,12,Acadie-Bathurst,QMJHL,nhl_draft_api,2018-12,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-013-ty-dellandrea,2018,DAL,Dallas Stars,1,13,Flint,OHL,nhl_draft_api,2018-13,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-014-joel-farabee,2018,PHI,Philadelphia Flyers,1,14,USA U-18,USHL,nhl_draft_api,2018-14,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-015-grigori-denisenko,2018,FLA,Florida Panthers,1,15,Yaroslavl 2,Russia Jr.,nhl_draft_api,2018-15,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-016-martin-kaut,2018,COL,Colorado Avalanche,1,16,Pardubice,CZREP,nhl_draft_api,2018-16,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-017-ty-smith,2018,NJD,New Jersey Devils,1,17,Spokane,WHL,nhl_draft_api,2018-17,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-018-liam-foudy,2018,CBJ,Columbus Blue Jackets,1,18,London,OHL,nhl_draft_api,2018-18,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-019-jay-o-brien,2018,PHI,Philadelphia Flyers,1,19,Thayer Academy,High School,nhl_draft_api,2018-19,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-020-rasmus-kupari,2018,LAK,Los Angeles Kings,1,20,Karpat,FINLAND,nhl_draft_api,2018-20,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-021-ryan-merkley,2018,SJS,San Jose Sharks,1,21,Guelph,OHL,nhl_draft_api,2018-21,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-022-k-andre-miller,2018,NYR,New York Rangers,1,22,USA U-18,USHL,nhl_draft_api,2018-22,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-023-isac-lundestr-m,2018,ANA,Anaheim Ducks,1,23,Lulea,SWEDEN,nhl_draft_api,2018-23,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-024-filip-johansson,2018,MIN,Minnesota Wild,1,24,Leksand Jr.,Sweden Jrs.,nhl_draft_api,2018-24,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-025-dominik-bokk,2018,STL,St. Louis Blues,1,25,Vaxjo Jr.,Sweden Jrs.,nhl_draft_api,2018-25,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-026-jacob-bernard-docker,2018,OTT,Ottawa Senators,1,26,Okotoks,AJHL,nhl_draft_api,2018-26,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-027-nicolas-beaudin,2018,CHI,Chicago Blackhawks,1,27,Drummondville,QMJHL,nhl_draft_api,2018-27,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-028-nils-lundkvist,2018,NYR,New York Rangers,1,28,Lulea,SWEDEN,nhl_draft_api,2018-28,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-029-rasmus-sandin,2018,TOR,Toronto Maple Leafs,1,29,Sault Ste. Marie,OHL,nhl_draft_api,2018-29,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-030-joe-veleno,2018,DET,Detroit Red Wings,1,30,Drummondville,QMJHL,nhl_draft_api,2018-30,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-031-alexander-alexeyev,2018,WSH,Washington Capitals,1,31,Red Deer,WHL,nhl_draft_api,2018-31,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-032-mattias-samuelsson,2018,BUF,Buffalo Sabres,2,32,USA U-18,USHL,nhl_draft_api,2018-32,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-033-jonatan-berggren,2018,DET,Detroit Red Wings,2,33,Skelleftea Jr.,Sweden Jrs.,nhl_draft_api,2018-33,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-034-serron-noel,2018,FLA,Florida Panthers,2,34,Oshawa,OHL,nhl_draft_api,2018-34,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-035-jesse-ylonen,2018,MTL,Montréal Canadiens,2,35,Espoo,FINLAND-2,nhl_draft_api,2018-35,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-036-jared-mcisaac,2018,DET,Detroit Red Wings,2,36,Halifax,QMJHL,nhl_draft_api,2018-36,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-037-jett-woo,2018,VAN,Vancouver Canucks,2,37,Moose Jaw,WHL,nhl_draft_api,2018-37,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-038-alexander-romanov,2018,MTL,Montréal Canadiens,2,38,CSKA 2,Russia Jr.,nhl_draft_api,2018-38,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-039-olof-lindbom,2018,NYR,New York Rangers,2,39,Djurgarden Jr.,Sweden Jrs.,nhl_draft_api,2018-39,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-040-ryan-mcleod,2018,EDM,Edmonton Oilers,2,40,Mississauga,OHL,nhl_draft_api,2018-40,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-041-bode-wilde,2018,NYI,New York Islanders,2,41,USA U-18,USHL,nhl_draft_api,2018-41,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-042-jack-drury,2018,CAR,Carolina Hurricanes,2,42,Waterloo,USHL,nhl_draft_api,2018-42,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-043-ruslan-iskhakov,2018,NYI,New York Islanders,2,43,CSKA 2,Russia Jr.,nhl_draft_api,2018-43,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-044-albin-eriksson,2018,DAL,Dallas Stars,2,44,Skelleftea Jr.,Sweden Jrs.,nhl_draft_api,2018-44,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-045-scott-perunovich,2018,STL,St. Louis Blues,2,45,Minnesota-Duluth,NCAA,nhl_draft_api,2018-45,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-046-martin-feh-rv-ry,2018,WSH,Washington Capitals,2,46,Oskarshamn,HockeyAllsvenskan,nhl_draft_api,2018-46,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-047-kody-clark,2018,WSH,Washington Capitals,2,47,Ottawa,OHL,nhl_draft_api,2018-47,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-048-jonathan-tychonick,2018,OTT,Ottawa Senators,2,48,Penticton,BCHL,nhl_draft_api,2018-48,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-049-kirill-marchenko,2018,CBJ,Columbus Blue Jackets,2,49,Khanty-Mansiysk 2,Russia Jr.,nhl_draft_api,2018-49,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-050-adam-ginning,2018,PHI,Philadelphia Flyers,2,50,Linkoping,SWEDEN,nhl_draft_api,2018-50,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-051-akil-thomas,2018,LAK,Los Angeles Kings,2,51,Niagara,OHL,nhl_draft_api,2018-51,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-052-sean-durzi,2018,TOR,Toronto Maple Leafs,2,52,Owen Sound,OHL,nhl_draft_api,2018-52,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-053-calen-addison,2018,PIT,Pittsburgh Penguins,2,53,Lethbridge,WHL,nhl_draft_api,2018-53,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-054-bo-groulx,2018,ANA,Anaheim Ducks,2,54,Halifax,QMJHL,nhl_draft_api,2018-54,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-055-kevin-bahl,2018,ARI,Arizona Coyotes,2,55,Ottawa,OHL,nhl_draft_api,2018-55,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-056-jacob-olofsson,2018,MTL,Montréal Canadiens,2,56,Timra,HockeyAllsvenskan,nhl_draft_api,2018-56,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-057-axel-andersson,2018,BOS,Boston Bruins,2,57,Djurgarden Jr.,Sweden Jrs.,nhl_draft_api,2018-57,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-058-filip-hallander,2018,PIT,Pittsburgh Penguins,2,58,Timra,HockeyAllsvenskan,nhl_draft_api,2018-58,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-059-gabriel-fortier,2018,TBL,Tampa Bay Lightning,2,59,Baie Comeau,QMJHL,nhl_draft_api,2018-59,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-060-david-gustafsson,2018,WPG,Winnipeg Jets,2,60,HV 71,SWEDEN,nhl_draft_api,2018-60,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-061-ivan-morozov,2018,VGK,Vegas Golden Knights,2,61,Khanty-Mansiysk 2,Russia Jr.,nhl_draft_api,2018-61,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-062-olivier-rodrigue,2018,EDM,Edmonton Oilers,2,62,Drummondville,QMJHL,nhl_draft_api,2018-62,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-063-jack-mcbain,2018,MIN,Minnesota Wild,3,63,Toronto JC,OJHL,nhl_draft_api,2018-63,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-064-justus-annunen,2018,COL,Colorado Avalanche,3,64,Karpat Jr.,Finland Jrs.,nhl_draft_api,2018-64,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-065-jan-jenik,2018,ARI,Arizona Coyotes,3,65,Benatky N. J.,CZREP-2,nhl_draft_api,2018-65,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-066-cam-hillis,2018,MTL,Montréal Canadiens,3,66,Guelph,OHL,nhl_draft_api,2018-66,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-067-alec-regula,2018,DET,Detroit Red Wings,3,67,London,OHL,nhl_draft_api,2018-67,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-068-tyler-madden,2018,VAN,Vancouver Canucks,3,68,Tri-City,USHL,nhl_draft_api,2018-68,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-069-jake-wise,2018,CHI,Chicago Blackhawks,3,69,USA U-18,USHL,nhl_draft_api,2018-69,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-070-jacob-ragnarsson,2018,NYR,New York Rangers,3,70,Almtuna,HockeyAllsvenskan,nhl_draft_api,2018-70,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-071-jordan-harris,2018,MTL,Montréal Canadiens,3,71,Kimball Union Academy,HIGH-NH,nhl_draft_api,2018-71,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-072-jakub-skarek,2018,NYI,New York Islanders,3,72,Jihlava,CZREP,nhl_draft_api,2018-72,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-073-ty-emberson,2018,ARI,Arizona Coyotes,3,73,USA U-18,USHL,nhl_draft_api,2018-73,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-074-niklas-nordgren,2018,CHI,Chicago Blackhawks,3,74,HIFK Jr.,Finland Jrs.,nhl_draft_api,2018-74,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-075-oskar-back,2018,DAL,Dallas Stars,3,75,Farjestad Jr.,Sweden Jrs.,nhl_draft_api,2018-75,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-076-semyon-der-arguchintsev,2018,TOR,Toronto Maple Leafs,3,76,Peterborough,OHL,nhl_draft_api,2018-76,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-077-jakub-lauko,2018,BOS,Boston Bruins,3,77,Chomutov,CZREP,nhl_draft_api,2018-77,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-078-sampo-ranta,2018,COL,Colorado Avalanche,3,78,Sioux City,USHL,nhl_draft_api,2018-78,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-079-blake-mclaughlin,2018,ANA,Anaheim Ducks,3,79,Chicago,USHL,nhl_draft_api,2018-79,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-080-marcus-karlberg,2018,CBJ,Columbus Blue Jackets,3,80,Leksand Jr.,Sweden Jrs.,nhl_draft_api,2018-80,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-081-seth-barton,2018,DET,Detroit Red Wings,3,81,Trail,BCHL,nhl_draft_api,2018-81,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-082-bulat-shafigullin,2018,LAK,Los Angeles Kings,3,82,Nizhnekamsk 2,Russia Jr.,nhl_draft_api,2018-82,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-083-riley-stotts,2018,TOR,Toronto Maple Leafs,3,83,Calgary,WHL,nhl_draft_api,2018-83,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-084-jesper-eliasson,2018,DET,Detroit Red Wings,3,84,Troja-Ljungby Jr.,SWEDEN-JR. 2,nhl_draft_api,2018-84,https://api-web.nhle.com/v1/draft/picks/2018/all
2018-085-lukas-dostal,2018,ANA,Anaheim Ducks,3,85,Trebic,CZREP-2,nhl_draft_api,2018-85,https://api-web.nhle.com/v1/draft/picks/2018/all
