player_id,name,matched,source_name,source,source_id,source_url,league,team,games,goals,assists,points,regular_season
2025-001-matthew-schaefer,Matthew Schaefer,false,,,,,,,,,,,
2025-002-michael-misa,Michael Misa,false,,,,,,,,,,,
2025-003-anton-frondell,Anton Frondell,false,,,,,,,,,,,
2025-004-caleb-desnoyers,Caleb Desnoyers,false,,,,,,,,,,,
2025-005-brady-martin,Brady Martin,false,,,,,,,,,,,
2025-006-porter-martone,Porter Martone,false,,,,,,,,,,,
2025-007-james-hagens,James Hagens,true,James Hagens,curated-open-stats,James Hagens,https://en.wikipedia.org/wiki/James_Hagens,USHL,U.S. National Development Team,26,18,29,47,true
2025-008-jake-o-brien,Jake O'Brien,false,,,,,,,,,,,
2025-009-radim-mrtka,Radim Mrtka,false,,,,,,,,,,,
2025-010-roger-mcqueen,Roger McQueen,false,,,,,,,,,,,
2025-011-ben-kindel,Ben Kindel,false,,,,,,,,,,,
2025-012-jack-nesbitt,Jack Nesbitt,false,,,,,,,,,,,
2025-013-carter-bear,Carter Bear,false,,,,,,,,,,,
2025-014-jackson-smith,Jackson Smith,false,,,,,,,,,,,
2025-015-braeden-cootes,Braeden Cootes,false,,,,,,,,,,,
2025-016-victor-eklund,Victor Eklund,false,,,,,,,,,,,
2025-017-kashawn-aitcheson,Kashawn Aitcheson,false,,,,,,,,,,,
2025-018-cole-reschny,Cole Reschny,false,,,,,,,,,,,
2025-019-justin-carbonneau,Justin Carbonneau,false,,,,,,,,,,,
2025-020-pyotr-andreyanov,Pyotr Andreyanov,false,,,,,,,,,,,
2025-021-cameron-reid,Cameron Reid,false,,,,,,,,,,,
2025-022-bill-zonnon,Bill Zonnon,false,,,,,,,,,,,
2025-023-logan-hensler,Logan Hensler,true,Logan Hensler,curated-open-stats,Logan Hensler,https://en.wikipedia.org/wiki/Logan_Hensler,USHL,U.S. National Development Team,27,3,13,16,true
2025-023-logan-hensler,Logan Hensler,true,Logan Hensler,curated-open-stats,Logan Hensler,https://en.wikipedia.org/wiki/Logan_Hensler,USHL,U.S. National Development Team,38,5,15,20,true
2025-023-logan-hensler,Logan Hensler,true,Logan Hensler,curated-open-stats,Logan Hensler,https://en.wikipedia.org/wiki/Logan_Hensler,USHL,U.S. National Development Team,3,0,1,1,false
2025-024-will-horcoff,Will Horcoff,false,,,,,,,,,,,
2025-025-vaclav-nestrasil,Vaclav Nestrasil,false,,,,,,,,,,,
2025-026-ryker-lee,Ryker Lee,false,,,,,,,,,,,
2025-027-lynden-lakovic,Lynden Lakovic,false,,,,,,,,,,,
2025-028-sascha-boumedienne,Sascha Boumedienne,true,Sascha Boumedienne,curated-open-stats,Sascha Boumedienne,https://en.wikipedia.org/wiki/Sascha_Boumedienne,USHL,Youngstown Phantoms,49,3,24,27,true
2025-028-sascha-boumedienne,Sascha Boumedienne,true,Sascha Boumedienne,curated-open-stats,Sascha Boumedienne,https://en.wikipedia.org/wiki/Sascha_Boumedienne,USHL,Youngstown Phantoms,2,0,0,0,false
2025-029-mason-west,Mason West,false,,,,,,,,,,,
2025-030-joshua-ravensbergen,Joshua Ravensbergen,false,,,,,,,,,,,
2025-031-henry-brzustewicz,Henry Brzustewicz,false,,,,,,,,,,,
2025-032-cullen-potter,Cullen Potter,true,Cullen Potter,curated-open-stats,Cullen Potter,https://en.wikipedia.org/wiki/Cullen_Potter,USHL,U.S. National Development Team,35,9,13,22,true
2025-033-haoxi-wang,Haoxi Wang,false,,,,,,,,,,,
2025-034-alexander-zharovsky,Alexander Zharovsky,false,,,,,,,,,,,
2025-035-jacob-rombach,Jacob Rombach,false,,,,,,,,,,,
2025-036-blake-fiddler,Blake Fiddler,false,,,,,,,,,,,
2025-037-milton-gastrin,Milton Gastrin,false,,,,,,,,,,,
2025-038-carter-amico,Carter Amico,true,Carter Amico,curated-open-stats,10258,https://ushl.com/ht/#/player/10258/82/Carter%20Amico,USHL,U.S. National Development Team,22,1,4,5,true
2025-039-peyton-kettles,Peyton Kettles,false,,,,,,,,,,,
2025-040-jack-murtagh,Jack Murtagh,true,Jack Murtagh,curated-open-stats,10242,https://ushl.com/ht/#/player/10242/82/Jack%20Murtagh,USHL,U.S. National Development Team,34,9,10,19,true
2025-041-semyon-frolov,Semyon Frolov,false,,,,,,,,,,,
2025-042-daniil-prokhorov,Daniil Prokhorov,false,,,,,,,,,,,
2025-043-malcolm-spence,Malcolm Spence,false,,,,,,,,,,,
2025-044-eddie-genborg,Eddie Genborg,false,,,,,,,,,,,
2025-045-eric-nilson,Eric Nilson,false,,,,,,,,,,,
2025-046-max-psenicka,Max Psenicka,false,,,,,,,,,,,
2025-047-alexei-medvedev,Alexei Medvedev,false,,,,,,,,,,,
2025-048-shane-vansaghi,Shane Vansaghi,false,,,,,,,,,,,
2025-049-charlie-cerrato,Charlie Cerrato,false,,,,,,,,,,,
2025-050-conrad-fondrk,Conrad Fondrk,true,Conrad Fondrk,curated-open-stats,10239,https://ushl.com/ht/#/player/10239/82/Conrad%20Fondrk,USHL,U.S. National Development Team,35,13,10,23,true
2025-051-william-moore,William Moore,true,William Moore,curated-open-stats,William Moore,https://en.wikipedia.org/wiki/William_Moore_(ice_hockey),USHL,U.S. National Development Team,35,14,11,25,true
2025-051-william-moore,William Moore,true,William Moore,curated-open-stats,William Moore,https://en.wikipedia.org/wiki/William_Moore_(ice_hockey),USHL,U.S. National Development Team,25,10,11,21,true
2025-052-theodor-hallquisth,Theodor Hallquisth,false,,,,,,,,,,,
2025-053-cole-mckinney,Cole McKinney,false,,,,,,,,,,,
2025-054-theo-stockselius,Theo Stockselius,false,,,,,,,,,,,
2025-055-jakob-ihs-wozniak,Jakob Ihs-Wozniak,false,,,,,,,,,,,
2025-056-ethan-czata,Ethan Czata,false,,,,,,,,,,,
2025-057-matthew-gard,Matthew Gard,false,,,,,,,,,,,
2025-058-jack-ivankovic,Jack Ivankovic,false,,,,,,,,,,,
2025-059-vojtech-cihar,Vojtech Cihar,false,,,,,,,,,,,
2025-060-lasse-boelius,Lasse Boelius,false,,,,,,,,,,,
2025-061-liam-pettersson,Liam Pettersson,false,,,,,,,,,,,
2025-062-ivan-ryabkin,Ivan Ryabkin,false,,,,,,,,,,,
2025-063-ben-kevan,Ben Kevan,true,Ben Kevan,curated-open-stats,10065,https://ushl.com/ht/#/player/10065/82/Ben%20Kevan,USHL,Des Moines Buccaneers,59,24,33,57,true
2025-063-ben-kevan,Ben Kevan,true,Ben Kevan,curated-open-stats,10065,https://ushl.com/ht/#/player/10065/83/Ben%20Kevan,USHL,Des Moines Buccaneers,2,0,0,0,false
2025-064-tinus-luc-koblar,Tinus Luc Koblar,false,,,,,,,,,,,
2025-065-kieren-dervin,Kieren Dervin,false,,,,,,,,,,,
2025-066-nathan-behm,Nathan Behm,false,,,,,,,,,,,
2025-067-kurban-limatov,Kurban Limatov,false,,,,,,,,,,,
2025-068-will-reynolds,Will Reynolds,false,,,,,,,,,,,
2025-069-hayden-paupanekis,Hayden Paupanekis,false,,,,,,,,,,,
2025-070-sean-barnhill,Sean Barnhill,false,,,,,,,,,,,
2025-071-david-bedkowski,David Bedkowski,false,,,,,,,,,,,
2025-072-noah-read,Noah Read,false,,,,,,,,,,,
2025-073-charlie-trethewey,Charlie Trethewey,true,Charlie Trethewey,curated-open-stats,10259,https://ushl.com/ht/#/player/10259/82/Charlie%20Trethewey,USHL,U.S. National Development Team,33,4,10,14,true
2025-074-luca-romano,Luca Romano,false,,,,,,,,,,,
2025-075-michal-pradel,Michal Pradel,false,,,,,,,,,,,
2025-076-malte-vass,Malte Vass,false,,,,,,,,,,,
2025-077-francesco-dell-elce,Francesco Dell'Elce,false,,,,,,,,,,,
2025-078-stepan-hoch,Stepan Hoch,false,,,,,,,,,,,
2025-079-cooper-simpson,Cooper Simpson,false,,,,,,,,,,,
2025-080-mace-o-phillips,Mace'o Phillips,true,Mace'o Phillips,curated-open-stats,10256,https://ushl.com/ht/#/player/10256/82/Maceo%20Phillips,USHL,U.S. National Development Team,33,0,4,4,true
2025-081-bryce-pickford,Bryce Pickford,false,,,,,,,,,,,
2025-082-arseni-radkov,Arseni Radkov,false,,,,,,,,,,,
2025-083-tommy-lafreniere,Tommy Lafreniere,false,,,,,,,,,,,
2025-084-gabriel-d-aigle,Gabriel D'Aigle,false,,,,,,,,,,,
2025-085-mateo-nobert,Mateo Nobert,false,,,,,,,,,,,
2025-086-tyler-hopkins,Tyler Hopkins,false,,,,,,,,,,,
2025-087-roman-bausov,Roman Bausov,false,,,,,,,,,,,
2025-088-kristian-epperson,Kristian Epperson,false,,,,,,,,,,,
2025-089-artyom-gonchar,Artyom Gonchar,false,,,,,,,,,,,
2025-090-mason-moe,Mason Moe,false,,,,,,,,,,,
2025-091-brady-peddle,Brady Peddle,false,,,,,,,,,,,
2025-092-owen-martin,Owen Martin,false,,,,,,,,,,,
2025-093-blake-vanek,Blake Vanek,false,,,,,,,,,,,
2025-094-cameron-schmidt,Cameron Schmidt,false,,,,,,,,,,,
2025-095-teddy-mutryn,Teddy Mutryn,true,Teddy Mutryn,curated-open-stats,10270,https://ushl.com/ht/#/player/10270/82/Teddy%20Mutryn,USHL,Chicago Steel,3,1,0,1,true
2025-096-maxim-schafer,Maxim Schafer,false,,,,,,,,,,,
2025-097-lucas-beckman,Lucas Beckman,false,,,,,,,,,,,
2025-098-julius-sumpf,Julius Sumpf,false,,,,,,,,,,,
2025-099-trenten-bennett,Trenten Bennett,false,,,,,,,,,,,
2025-100-vashek-blanar,Vashek Blanar,false,,,,,,,,,,,
2025-101-drew-schock,Drew Schock,false,,,,,,,,,,,
2025-102-adam-benak,Adam Benak,false,,,,,,,,,,,
2025-103-matous-kucharcik,Matous Kucharcik,false,,,,,,,,,,,
2025-104-elijah-neuenschwander,Elijah Neuenschwander,false,,,,,,,,,,,
2025-105-travis-hayes,Travis Hayes,false,,,,,,,,,,,
2025-106-tomas-poletin,Tomas Poletin,false,,,,,,,,,,,
2025-107-parker-holmes,Parker Holmes,false,,,,,,,,,,,
2025-108-benjamin-rautiainen,Benjamin Rautiainen,false,,,,,,,,,,,
2025-109-brent-solomon,Brent Solomon,false,,,,,,,,,,,
2025-110-yegor-borikov,Yegor Borikov,false,,,,,,,,,,,
2025-111-mikkel-eriksen,Mikkel Eriksen,false,,,,,,,,,,,
2025-112-mads-kongsbak-klyvo,Mads Kongsbak Klyvo,false,,,,,,,,,,,
2025-113-l-j-mooney,L.J. Mooney,false,,,,,,,,,,,
2025-114-gustav-hillstrom,Gustav Hillstrom,false,,,,,,,,,,,
2025-115-ilyas-magomedsultanov,Ilyas Magomedsultanov,false,,,,,,,,,,,
2025-116-samuel-meloche,Samuel Meloche,false,,,,,,,,,,,
2025-117-david-lewandowski,David Lewandowski,false,,,,,,,,,,,
2025-118-linus-funck,Linus Funck,false,,,,,,,,,,,
2025-119-michal-svrcek,Michal Svrcek,false,,,,,,,,,,,
2025-120-caeden-herrington,Caeden Herrington,false,,,,,,,,,,,
2025-121-lirim-amidovski,Lirim Amidovski,false,,,,,,,,,,,
2025-122-alex-huang,Alex Huang,false,,,,,,,,,,,
2025-123-carter-klippenstein,Carter Klippenstein,false,,,,,,,,,,,
2025-124-zack-sharp,Zack Sharp,false,,,,,,,,,,,
2025-125-jimmy-lombardi,Jimmy Lombardi,false,,,,,,,,,,,
2025-126-brandon-gorzynski,Brandon Gorzynski,false,,,,,,,,,,,
2025-127-aiden-foster,Aiden Foster,false,,,,,,,,,,,
2025-128-shea-busch,Shea Busch,false,,,,,,,,,,,
2025-129-shamar-moses,Shamar Moses,false,,,,,,,,,,,
2025-130-ryan-miller,Ryan Miller,false,,,,,,,,,,,
2025-131-asher-barnett,Asher Barnett,false,,,,,,,,,,,
2025-132-max-westergard,Max Westergard,false,,,,,,,,,,,
2025-133-cole-chandler,Cole Chandler,false,,,,,,,,,,,
2025-134-maxim-agafonov,Maxim Agafonov,false,,,,,,,,,,,
2025-135-noah-laberge,Noah Laberge,false,,,,,,,,,,,
2025-136-alexis-mathieu,Alexis Mathieu,false,,,,,,,,,,,
2025-137-william-belle,William Belle,false,,,,,,,,,,,
2025-138-sam-laurila,Sam Laurila,false,,,,,,,,,,,
2025-139-zeb-lindgren,Zeb Lindgren,false,,,,,,,,,,,
2025-140-nikita-tyurin,Nikita Tyurin,false,,,,,,,,,,,
2025-141-justin-kipkie,Justin Kipkie,false,,,,,,,,,,,
2025-142-ivan-tkach-tkachenko,Ivan Tkach-Tkachenko,false,,,,,,,,,,,
2025-143-wilson-bjorck,Wilson Bjorck,false,,,,,,,,,,,
2025-144-ethan-wyttenbach,Ethan Wyttenbach,false,,,,,,,,,,,
2025-145-alexis-cournoyer,Alexis Cournoyer,false,,,,,,,,,,,
2025-146-atte-joki,Atte Joki,false,,,,,,,,,,,
2025-147-mikhail-fyodorov,Mikhail Fyodorov,false,,,,,,,,,,,
