player_id,season,league,team,timing,regular_season,games,plus_minus,shots,blocks,faceoff_wins,faceoff_losses,faceoff_percentage,source,source_id,source_url
2025-001-matthew-schaefer,2023-24,OHL,ER,pre_draft,false,6,4,,,,,,chl,8998,https://chl.ca/ohl/stats/players/77/all/points
2025-001-matthew-schaefer,2023-24,OHL,ER,pre_draft,true,56,-2,,,,,,chl,8998,https://chl.ca/ohl/stats/players/76/all/points
2025-001-matthew-schaefer,2024-25,OHL,ER,pre_draft,true,17,21,,,,,,chl,8998,https://chl.ca/ohl/players/8998
2025-002-michael-misa,2022-23,OHL,SAG,pre_draft,false,11,1,,,,,,chl,8769,https://chl.ca/ohl/stats/players/74/all/points
2025-002-michael-misa,2022-23,OHL,SAG,pre_draft,true,45,7,,,,,,chl,8769,https://chl.ca/ohl/stats/players/73/all/points
2025-002-michael-misa,2023-24,OHL,SAG,pre_draft,false,17,2,,,,,,chl,8769,https://chl.ca/ohl/stats/players/77/all/points
2025-002-michael-misa,2023-24,OHL,SAG,pre_draft,true,67,3,,,,,,chl,8769,https://chl.ca/ohl/stats/players/76/all/points
2025-002-michael-misa,2024-25,OHL,SAG,pre_draft,false,4,-10,,,,,,chl,8769,https://chl.ca/ohl/players/8769
2025-002-michael-misa,2024-25,OHL,SAG,pre_draft,true,65,45,,,,,,chl,8769,https://chl.ca/ohl/players/8769
2025-004-caleb-desnoyers,2023-24,QMJHL,Mon,pre_draft,false,4,-5,,,,,,chl,20164,https://chl.ca/lhjmq/en/stats/players/206/all/points
2025-004-caleb-desnoyers,2023-24,QMJHL,Mon,pre_draft,true,60,2,,,,,,chl,20164,https://chl.ca/lhjmq/en/stats/players/205/all/points
2025-004-caleb-desnoyers,2024-25,QMJHL,Mon,pre_draft,false,19,5,,,,,,chl,20164,https://chl.ca/lhjmq/en/players/20164/
2025-004-caleb-desnoyers,2024-25,QMJHL,Mon,pre_draft,true,56,51,,,,,,chl,20164,https://chl.ca/lhjmq/en/players/20164/
2025-005-brady-martin,2023-24,OHL,SOO,pre_draft,false,11,0,,,,,,chl,9018,https://chl.ca/ohl/stats/players/77/all/points
2025-005-brady-martin,2023-24,OHL,SOO,pre_draft,true,52,12,,,,,,chl,9018,https://chl.ca/ohl/stats/players/76/all/points
2025-005-brady-martin,2024-25,OHL,SOO,pre_draft,false,5,-5,,,,,,chl,9018,https://chl.ca/ohl/players/9018
2025-005-brady-martin,2024-25,OHL,SOO,pre_draft,true,57,25,,,,,,chl,9018,https://chl.ca/ohl/players/9018
2025-006-porter-martone,2022-23,OHL,MISS,pre_draft,false,6,2,,,,,,chl,8743,https://chl.ca/ohl/stats/players/74/all/points
2025-006-porter-martone,2022-23,OHL,MISS,pre_draft,true,61,-10,,,,,,chl,8743,https://chl.ca/ohl/stats/players/73/all/points
2025-006-porter-martone,2023-24,OHL,MISS,pre_draft,false,5,2,,,,,,chl,8743,https://chl.ca/ohl/stats/players/77/all/points
2025-006-porter-martone,2023-24,OHL,MISS,pre_draft,true,60,25,,,,,,chl,8743,https://chl.ca/ohl/stats/players/76/all/points
2025-006-porter-martone,2024-25,OHL,BRAM,pre_draft,false,6,3,,,,,,chl,8743,https://chl.ca/ohl/players/8743
2025-006-porter-martone,2024-25,OHL,BRAM,pre_draft,true,57,19,,,,,,chl,8743,https://chl.ca/ohl/players/8743
2025-008-jake-o-brien,2023-24,OHL,BFD,pre_draft,false,6,-3,,,,,,chl,8965,https://chl.ca/ohl/stats/players/77/all/points
2025-008-jake-o-brien,2023-24,OHL,BFD,pre_draft,true,61,4,,,,,,chl,8965,https://chl.ca/ohl/stats/players/76/all/points
2025-008-jake-o-brien,2024-25,OHL,BFD,pre_draft,false,11,1,,,,,,chl,8965,https://chl.ca/ohl/players/8965
2025-008-jake-o-brien,2024-25,OHL,BFD,pre_draft,true,66,-2,,,,,,chl,8965,https://chl.ca/ohl/players/8965
2025-009-radim-mrtka,2024-25,WHL,SEA,pre_draft,false,6,-3,,,,,,chl,29902,https://chl.ca/whl/players/29902
2025-009-radim-mrtka,2024-25,WHL,SEA,pre_draft,true,43,10,,,,,,chl,29902,https://chl.ca/whl/players/29902
2025-010-roger-mcqueen,2021-22,WHL,BDN,pre_draft,true,2,-4,,,,,,chl,29112,https://chl.ca/whl/stats/players/275/all/points
2025-010-roger-mcqueen,2022-23,WHL,BDN,pre_draft,true,55,-16,,,,,,chl,29112,https://chl.ca/whl/stats/players/279/all/points
2025-010-roger-mcqueen,2023-24,WHL,BDN,pre_draft,false,4,-2,,,,,,chl,29112,https://chl.ca/whl/stats/players/284/all/points
2025-010-roger-mcqueen,2023-24,WHL,BDN,pre_draft,true,53,5,,,,,,chl,29112,https://chl.ca/whl/stats/players/281/all/points
2025-010-roger-mcqueen,2024-25,WHL,BDN,pre_draft,false,3,-1,,,,,,chl,29112,https://chl.ca/whl/players/29112
2025-010-roger-mcqueen,2024-25,WHL,BDN,pre_draft,true,17,8,,,,,,chl,29112,https://chl.ca/whl/players/29112
2025-011-ben-kindel,2022-23,WHL,CGY,pre_draft,true,1,0,,,,,,chl,29345,https://chl.ca/whl/stats/players/279/all/points
2025-011-ben-kindel,2023-24,WHL,CGY,pre_draft,true,68,2,,,,,,chl,29345,https://chl.ca/whl/stats/players/281/all/points
2025-011-ben-kindel,2024-25,WHL,CGY,pre_draft,false,11,6,,,,,,chl,29345,https://chl.ca/whl/players/29345
2025-011-ben-kindel,2024-25,WHL,CGY,pre_draft,true,65,39,,,,,,chl,29345,https://chl.ca/whl/players/29345
2025-012-jack-nesbitt,2023-24,OHL,WSR,pre_draft,true,58,-32,,,,,,chl,8942,https://chl.ca/ohl/stats/players/76/all/points
2025-012-jack-nesbitt,2024-25,OHL,WSR,pre_draft,false,12,-5,,,,,,chl,8942,https://chl.ca/ohl/players/8942
2025-012-jack-nesbitt,2024-25,OHL,WSR,pre_draft,true,65,12,,,,,,chl,8942,https://chl.ca/ohl/players/8942
2025-013-carter-bear,2022-23,WHL,EVT,pre_draft,false,5,-1,,,,,,chl,29026,https://chl.ca/whl/stats/players/280/all/points
2025-013-carter-bear,2022-23,WHL,EVT,pre_draft,true,19,-3,,,,,,chl,29026,https://chl.ca/whl/stats/players/279/all/points
2025-013-carter-bear,2023-24,WHL,EVT,pre_draft,false,9,-6,,,,,,chl,29026,https://chl.ca/whl/stats/players/284/all/points
2025-013-carter-bear,2023-24,WHL,EVT,pre_draft,true,67,23,,,,,,chl,29026,https://chl.ca/whl/stats/players/281/all/points
2025-013-carter-bear,2024-25,WHL,EVT,pre_draft,true,56,33,,,,,,chl,29026,https://chl.ca/whl/players/29026
2025-014-jackson-smith,2022-23,WHL,TC,pre_draft,false,2,-3,,,,,,chl,29287,https://chl.ca/whl/stats/players/280/all/points
2025-014-jackson-smith,2022-23,WHL,TC,pre_draft,true,6,3,,,,,,chl,29287,https://chl.ca/whl/stats/players/279/all/points
2025-014-jackson-smith,2023-24,WHL,TC,pre_draft,true,62,-29,,,,,,chl,29287,https://chl.ca/whl/stats/players/281/all/points
2025-014-jackson-smith,2024-25,WHL,TC,pre_draft,false,5,-4,,,,,,chl,29287,https://chl.ca/whl/players/29287
2025-014-jackson-smith,2024-25,WHL,TC,pre_draft,true,68,2,,,,,,chl,29287,https://chl.ca/whl/players/29287
2025-015-braeden-cootes,2022-23,WHL,SEA,pre_draft,true,7,4,,,,,,chl,29138,https://chl.ca/whl/stats/players/279/all/points
2025-015-braeden-cootes,2023-24,WHL,SEA,pre_draft,true,64,-22,,,,,,chl,29138,https://chl.ca/whl/stats/players/281/all/points
2025-015-braeden-cootes,2024-25,WHL,SEA,pre_draft,false,6,-3,,,,,,chl,29138,https://chl.ca/whl/players/29138
2025-015-braeden-cootes,2024-25,WHL,SEA,pre_draft,true,60,5,,,,,,chl,29138,https://chl.ca/whl/players/29138
2025-017-kashawn-aitcheson,2022-23,OHL,BAR,pre_draft,false,4,-3,,,,,,chl,8803,https://chl.ca/ohl/stats/players/74/all/points
2025-017-kashawn-aitcheson,2022-23,OHL,BAR,pre_draft,true,23,-9,,,,,,chl,8803,https://chl.ca/ohl/stats/players/73/all/points
2025-017-kashawn-aitcheson,2023-24,OHL,BAR,pre_draft,false,6,-3,,,,,,chl,8803,https://chl.ca/ohl/stats/players/77/all/points
2025-017-kashawn-aitcheson,2023-24,OHL,BAR,pre_draft,true,64,-1,,,,,,chl,8803,https://chl.ca/ohl/stats/players/76/all/points
2025-017-kashawn-aitcheson,2024-25,OHL,BAR,pre_draft,false,16,2,,,,,,chl,8803,https://chl.ca/ohl/players/8803
2025-017-kashawn-aitcheson,2024-25,OHL,BAR,pre_draft,true,64,6,,,,,,chl,8803,https://chl.ca/ohl/players/8803
2025-018-cole-reschny,2022-23,WHL,VIC,pre_draft,true,4,-8,,,,,,chl,29291,https://chl.ca/whl/stats/players/279/all/points
