player_id,draft_year,team_id,team_name,round_number,overall_pick,drafted_from_team,drafted_from_league,source,source_id,source_url
2015-001-connor-mcdavid,2015,EDM,Edmonton Oilers,1,1,Erie,OHL,nhl_draft_api,2015-1,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-002-jack-eichel,2015,BUF,Buffalo Sabres,1,2,Boston University,NCAA,nhl_draft_api,2015-2,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-003-dylan-strome,2015,ARI,Arizona Coyotes,1,3,Erie,OHL,nhl_draft_api,2015-3,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-004-mitch-marner,2015,TOR,Toronto Maple Leafs,1,4,London,OHL,nhl_draft_api,2015-4,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-005-noah-hanifin,2015,CAR,Carolina Hurricanes,1,5,Boston College,NCAA,nhl_draft_api,2015-5,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-006-pavel-zacha,2015,NJD,New Jersey Devils,1,6,Sarnia,OHL,nhl_draft_api,2015-6,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-007-ivan-provorov,2015,PHI,Philadelphia Flyers,1,7,Brandon,WHL,nhl_draft_api,2015-7,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-008-zach-werenski,2015,CBJ,Columbus Blue Jackets,1,8,U. of Michigan,NCAA,nhl_draft_api,2015-8,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-009-timo-meier,2015,SJS,San Jose Sharks,1,9,Halifax,QMJHL,nhl_draft_api,2015-9,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-010-mikko-rantanen,2015,COL,Colorado Avalanche,1,10,TPS,FINLAND,nhl_draft_api,2015-10,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-011-lawson-crouse,2015,FLA,Florida Panthers,1,11,Kingston,OHL,nhl_draft_api,2015-11,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-012-denis-gurianov,2015,DAL,Dallas Stars,1,12,Togliatti 2,Russia Jr.,nhl_draft_api,2015-12,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-013-jakub-zboril,2015,BOS,Boston Bruins,1,13,Saint John,QMJHL,nhl_draft_api,2015-13,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-014-jake-debrusk,2015,BOS,Boston Bruins,1,14,Swift Current,WHL,nhl_draft_api,2015-14,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-015-zach-senyshyn,2015,BOS,Boston Bruins,1,15,Sault Ste. Marie,OHL,nhl_draft_api,2015-15,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-016-mathew-barzal,2015,NYI,New York Islanders,1,16,Seattle,WHL,nhl_draft_api,2015-16,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-017-kyle-connor,2015,WPG,Winnipeg Jets,1,17,Youngstown,USHL,nhl_draft_api,2015-17,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-018-thomas-chabot,2015,OTT,Ottawa Senators,1,18,Saint John,QMJHL,nhl_draft_api,2015-18,https://api-web.nhle.com/v1/draft/picks/2015/all
2015-019-evgeny-svechnikov,2015,DET,Detroit Red Wings,1,19,Cape Breton,QMJHL,nhl_draft_api,2015-19,https://api-web.nhle.com/v1/draft/picks/2015/all
