player_id,draft_year,team_id,team_name,round_number,overall_pick,drafted_from_team,drafted_from_league,source,source_id,source_url
2021-001-owen-power,2021,BUF,Buffalo Sabres,1,1,Michigan,NCAA,nhl_draft_api,2021-1,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-002-matty-beniers,2021,SEA,Seattle Kraken,1,2,Michigan,NCAA,nhl_draft_api,2021-2,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-003-mason-mctavish,2021,ANA,Anaheim Ducks,1,3,Peterborough,OHL,nhl_draft_api,2021-3,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-004-luke-hughes,2021,NJD,New Jersey Devils,1,4,USA U-18,USHL,nhl_draft_api,2021-4,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-005-kent-johnson,2021,CBJ,Columbus Blue Jackets,1,5,Michigan,NCAA,nhl_draft_api,2021-5,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-006-simon-edvinsson,2021,DET,Detroit Red Wings,1,6,Frolunda Jr.,Sweden Jrs.,nhl_draft_api,2021-6,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-007-william-eklund,2021,SJS,San Jose Sharks,1,7,Djurgarden,SWEDEN,nhl_draft_api,2021-7,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-008-brandt-clarke,2021,LAK,Los Angeles Kings,1,8,Barrie,OHL,nhl_draft_api,2021-8,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-009-dylan-guenther,2021,ARI,Arizona Coyotes,1,9,Edmonton,WHL,nhl_draft_api,2021-9,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-010-tyler-boucher,2021,OTT,Ottawa Senators,1,10,USA U-18,USHL,nhl_draft_api,2021-10,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-012-cole-sillinger,2021,CBJ,Columbus Blue Jackets,1,12,Sioux Falls,USHL,nhl_draft_api,2021-12,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-013-matt-coronato,2021,CGY,Calgary Flames,1,13,Chicago,USHL,nhl_draft_api,2021-13,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-014-isak-rosen,2021,BUF,Buffalo Sabres,1,14,Leksand,SWEDEN,nhl_draft_api,2021-14,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-015-sebastian-cossa,2021,DET,Detroit Red Wings,1,15,Edmonton,WHL,nhl_draft_api,2021-15,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-016-brennan-othmann,2021,NYR,New York Rangers,1,16,Flint,OHL,nhl_draft_api,2021-16,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-017-zachary-bolduc,2021,STL,St. Louis Blues,1,17,Rimouski,QMJHL,nhl_draft_api,2021-17,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-018-chaz-lucius,2021,WPG,Winnipeg Jets,1,18,USA U-18,USHL,nhl_draft_api,2021-18,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-019-fedor-svechkov,2021,NSH,Nashville Predators,1,19,Togliatti,RUSSIA-2,nhl_draft_api,2021-19,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-020-jesper-wallstedt,2021,MIN,Minnesota Wild,1,20,Lulea,SWEDEN,nhl_draft_api,2021-20,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-021-fabian-lysell,2021,BOS,Boston Bruins,1,21,Lulea,SWEDEN,nhl_draft_api,2021-21,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-022-xavier-bourgault,2021,EDM,Edmonton Oilers,1,22,Shawinigan,QMJHL,nhl_draft_api,2021-22,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-023-wyatt-johnston,2021,DAL,Dallas Stars,1,23,Windsor,OHL,nhl_draft_api,2021-23,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-024-mackie-samoskevich,2021,FLA,Florida Panthers,1,24,Chicago,USHL,nhl_draft_api,2021-24,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-025-corson-ceulemans,2021,CBJ,Columbus Blue Jackets,1,25,Brooks,AJHL,nhl_draft_api,2021-25,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-026-carson-lambos,2021,MIN,Minnesota Wild,1,26,Winnipeg,WHL,nhl_draft_api,2021-26,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-027-zachary-l-heureux,2021,NSH,Nashville Predators,1,27,Halifax,QMJHL,nhl_draft_api,2021-27,https://api-web.nhle.com/v1/draft/picks/2021/all
2021-028-oskar-olausson,2021,COL,Colorado Avalanche,1,28,HV 71,SWEDEN,nhl_draft_api,2021-28,https://api-web.nhle.com/v1/draft/picks/2021/all
