name,season,league,team,games,goals,assists,points,regular_season,source,source_id,source_url,goalie_minutes,shots_against,saves,goals_against,save_percentage,goals_against_average,wins,losses,ties,shutouts
Dmitri Buchelnikov,2021-22,MHL,SKA-1946 St. Petersburg,9,9,5,14,false,puckpedia-career,2022-mhl-playoffs-dmitri-buchelnikov,https://puckpedia.com/player/dmitri-buchelnikov,,,,,,,,,,
Gleb Trikozov,2021-22,MHL,Omskie Yastreby,35,23,22,45,true,nhl-prospect-bios,2022-mhl-regular-gleb-trikozov,https://media.nhl.com/site/asset/public/ext/2021-22/ProspectBios_2022_NHL_Draft_Full.pdf#page=65,,,,,,,,,,
Gleb Trikozov,2021-22,MHL,Omskie Yastreby,13,10,8,18,false,nhl-prospect-bios,2022-mhl-playoffs-gleb-trikozov,https://media.nhl.com/site/asset/public/ext/2021-22/ProspectBios_2022_NHL_Draft_Full.pdf#page=65,,,,,,,,,,
Ivan Miroshnichenko,2021-22,VHL,Omskie Krylia,31,10,6,16,true,nhl-prospect-bios,2022-vhl-regular-ivan-miroshnichenko,https://media.nhl.com/site/asset/public/ext/2021-22/ProspectBios_2022_NHL_Draft_Full.pdf#page=61,,,,,,,,,,
Kirill Dolzhenkov,2021-22,MHL,Krasnaya Armiya Moscow,33,14,14,28,true,blue-jackets-media-guide,2022-mhl-regular-kirill-dolzhenkov,https://media.d3.nhle.com/image/private/t_document/prd/h1jctdhtxfmmqj7g2h7d.pdf,,,,,,,,,,
Maxim Mayorov,2021-22,MHL,Ladia Togliatti,32,0,0,0,true,eliteprospects-league-goalie,2022-mhl-regular-maxim-mayorov,https://www.eliteprospects.com/league/mhl/stats/2021-2022,1726,894,832,62,0.931,2.16,14,10,2,3
Nikita Grebenkin,2021-22,MHL,Stalnye Lisy Magnitogorsk,58,17,47,64,true,wikipedia-career,2022-mhl-regular-nikita-grebenkin,https://en.wikipedia.org/wiki/Nikita_Grebenkin,,,,,,,,,,
Nikita Grebenkin,2021-22,KHL,Metallurg Magnitogorsk,1,0,0,0,true,flyers-prospect-bio,2022-khl-regular-nikita-grebenkin,https://www.phantomshockey.com/wp-content/uploads/2023/10/2025-Rookie-Series-Bios.pdf,,,,,,,,,,
Nikita Yevseyev,2021-22,MHL,Irbis Kazan,14,1,6,7,true,quanthockey-player,2022-mhl-regular-nikita-yevseyev,https://www.quanthockey.com/hockey-stats/en/profile.php?player=116286,,,,,,,,,,
Nikita Yevseyev,2021-22,MHL,Irbis Kazan,13,1,3,4,false,quanthockey-player,2022-mhl-playoffs-nikita-yevseyev,https://www.quanthockey.com/hockey-stats/en/profile.php?player=116286,,,,,,,,,,
Nikita Yevseyev,2021-22,VHL,Bars Kazan,37,2,3,5,true,quanthockey-player,2022-vhl-regular-nikita-yevseyev,https://www.quanthockey.com/hockey-stats/en/profile.php?player=116286,,,,,,,,,,
Nikita Yevseyev,2021-22,VHL,Bars Kazan,4,0,0,0,false,quanthockey-player,2022-vhl-playoffs-nikita-yevseyev,https://www.quanthockey.com/hockey-stats/en/profile.php?player=116286,,,,,,,,,,
Sergei Ivanov,2021-22,MHL,SKA system,29,0,0,0,true,quanthockey-league-goalie,2022-mhl-regular-sergei-ivanov,https://www.quanthockey.com/mhl/en/nationality/russian-mhl-goalies-2021-22-stats.html,1606,843,775,68,0.919,2.54,15,8,,4
Sergei Murashov,2021-22,MHL,Loko-76 Yaroslavl,41,0,0,0,true,quanthockey-player-goalie,2022-mhl-regular-sergei-murashov,https://www.quanthockey.com/hockey-stats/en/profile.php?player=113462,2405,1376,1276,100,0.927,2.49,21,16,3,6
Viktor Neuchev,2021-22,MHL,Avto Yekaterinburg,61,40,27,67,true,amerks-player-bio,2022-mhl-regular-viktor-neuchev,https://www.amerks.com/assets/doc/2023-24-Amerks-Player-Bios-b9229cf66a.pdf,,,,,,,,,,
Viktor Neuchev,2021-22,VHL,Gornyak-UGMK,5,0,0,0,true,amerks-player-bio,2022-vhl-regular-viktor-neuchev,https://www.amerks.com/assets/doc/2023-24-Amerks-Player-Bios-b9229cf66a.pdf,,,,,,,,,,
Viktor Neuchev,2021-22,KHL,Avtomobilist Yekaterinburg,1,0,0,0,true,amerks-player-bio,2022-khl-regular-viktor-neuchev,https://www.amerks.com/assets/doc/2023-24-Amerks-Player-Bios-b9229cf66a.pdf,,,,,,,,,,
Vladimir Grudinin,2021-22,MHL,Krasnaya Armiya Moscow,18,2,11,13,true,canes-prospect-bio,2022-mhl-regular-vladimir-grudinin,https://canespr.com/vladimirgrudinin/,,,,,,,,,,
Vladimir Grudinin,2021-22,VHL,Zvezda Moscow,12,1,2,3,true,canes-prospect-bio,2022-vhl-regular-vladimir-grudinin,https://canespr.com/vladimirgrudinin/,,,,,,,,,,
Vladimir Grudinin,2021-22,KHL,CSKA Moscow,6,0,1,1,true,canes-prospect-bio,2022-khl-regular-vladimir-grudinin,https://canespr.com/vladimirgrudinin/,,,,,,,,,,
Vladimir Grudinin,2021-22,KHL,CSKA Moscow,7,0,0,0,false,canes-prospect-bio,2022-khl-playoffs-vladimir-grudinin,https://canespr.com/vladimirgrudinin/,,,,,,,,,,
Vyacheslav Buteyets,2021-22,MHL,Belye Medvedi Chelyabinsk,17,0,0,0,true,ducks-media-guide,2022-mhl-regular-vyacheslav-buteyets,https://library.sfo2.cdn.digitaloceanspaces.com/publications/hockey/yearbooks/YANADMG-2023-anaheim-ducks-media-guide.pdf,852,,,43,0.890,3.03,7,7,1,0
Vyacheslav Buteyets,2021-22,VHL,Chelmet Chelyabinsk,11,0,0,0,true,ducks-media-guide,2022-vhl-regular-vyacheslav-buteyets,https://library.sfo2.cdn.digitaloceanspaces.com/publications/hockey/yearbooks/YANADMG-2023-anaheim-ducks-media-guide.pdf,627,319,293,26,0.918,2.49,6,2,2,0
